city,text,state,references
Vandergrift," A protest was to be held on Thursday, June 4 in support of Black Lives Matter, but was later cancelled by an organizer. 30 protestors still showed up and held a peaceful demonstration.",Pennsylvania,['https://triblive.com/local/valley-news-dispatch/vandergrift-braced-for-unrest-but-protest-remained-peaceful/']
Washington," Protestors gathered in front of the county courthouse on May 31.
<span class=""mw-headline""",Pennsylvania,['https://pittsburgh.cbslocal.com/2020/05/31/protesters-gather-at-washington-county-courthouse/']
Political,"On June 3, 2020, San Juan Mayor, Carmen Yulín Cruz, announced that flags would be at half-mast in San Juan for 46 days in honor of George Floyd. Floyd was 46 years old at the time of his killing. Yulín Cruz tweeted ""we must stand up against police brutality and racism if we all want to live in peace.""",Puerto Rico,"['https://www.laestrella.com.pa/internacional/america/200603/puerto-rico-tendra-banderas-media-asta-memoria-george-floyd', 'https://www.metro.pr/pr/noticias/2020/06/02/cuestionan-silencio-de-jenniffer-gonzalez-sobre-acciones-de-trump-sobre-protestas.html']"
Military and law enforcement,"In response to U.S. President Donald Trump's call for military intervention in the George Floyd protests, Puerto Rico National Guard (PRNG) General, José J. Reyes, stated that the priority of the PRNG is not to control protests in the United States but that they would activate if called to do so. He elaborated that the PRNG is active in efforts to mitigate the COVID-19 pandemic in Puerto Rico and preparing for potential hurricanes.",Puerto Rico,"['https://www.metro.pr/pr/noticias/2020/06/02/guardia-nacional-puerto-rico-dice-no-prioridad-controlar-protestas-estados-unidos.html', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/']"
June 1,Hundreds participated in a vigil at El Ancón and Río Grande in Loíza before the 7:00 pm curfew to express solidarity with African Americans.,Puerto Rico,"['https://www.telemundopr.com/noticias/puerto-rico/celebraran-vigilia-black-lives-matter-en-loiza/2087717/', 'https://www.nytimes.com/2020/06/01/us/floyd-protests-live.html', 'https://www.theweeklyjournal.com/politics/puerto-rico-residents-join-call-against-racial-discrimination/article_11e9f1ec-a503-11ea-b15c-a7219f0e9846.html']"
June 2,"Protesters assembled in front of La Fortaleza around 5:00 pm. Over 200 protesters violated the 7:00 pm curfew leading police to use pepper spray.. The protest in front of La Fortaleza was organized by Colectiva Feminista (CF). CF posted a anti-racist manifesto. <span class=""mw-headline""",Puerto Rico,"['https://www.nytimes.com/2020/06/03/us/george-floyd-protests.html', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/', 'https://www.nytimes.com/2020/06/03/us/george-floyd-protests.html', 'https://www.telemundopr.com/noticias/puerto-rico/las-vidas-negras-importan-convocan-a-manifestacion-esta-tarde/2088368/', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/', 'https://www.elnuevodia.com/noticias/locales/nota/protestaenapoyoalmovimientoblacklivesmatterculminosinenfrentamientosconlapolicia-2573035/']"
Bristol,"On June 1, about 200 people held a candlelight vigil for George Floyd on State Street in both Bristol, Tennessee and Bristol, Virginia.",Tennessee,"['https://www.heraldcourier.com/news/candles-masks-mark-bristol-vigil-for-george-floyd/article_a7aed62e-91fa-548c-93e6-2d0a19c10731.html', 'https://wcyb.com/news/local/peaceful-protests-for-george-floyd-and-black-lives-matter-movement-take-place-all-weekend']"
Chattanooga,Hundreds protested at Miller Park followed by a march across the Walnut Street Bridge at mid-day on May 30.,Tennessee,"['https://www.timesfreepress.com/news/local/story/2020/may/30/hundreds-peacefully-protest-george-floyd-chat/524216/', 'https://www.timesfreepress.com/news/local/story/2020/jun/01/tensions-rise-second-day-george-floyd-protests-chattanooga/524263/', 'https://www.timesfreepress.com/news/local/story/2020/jun/04/chattanoogpolice-arrested-mloaded-ak-47-durin/524573/']"
Clarksville,Over 200 participated in a protest in Clarksville that shut down a major highway but remained peaceful.,Tennessee,['https://www.theleafchronicle.com/story/news/local/clarksville/2020/05/30/george-floyd-killing-protest-clarksville-draws-over-200-people/5294407002/']
Cleveland,"Dozens protested in downtown Cleveland in front of the Bradley County courthouse and headquarters of the Cleveland Police Department on May 31. The protest was peaceful, and included protesters discussing police brutality issues with local law enforcement.",Tennessee,"['http://clevelandbanner.com/stories/cleveland-protesters-meet-face-to-face-with-cpd-chief-bradley-county-sheriff,112146']"
Jackson,Almost 200 protestors showed up to protest peacefully at Jackson City Hall on May 30.,Tennessee,['https://www.jacksonsun.com/story/news/local/2020/05/30/george-floyd-protest-jackson-tennessee-peaceful/5292468002/']
Knoxville,Hundreds of protesters demonstrated on Friday evening in front of police headquarters and then marched through downtown Knoxville.,Tennessee,['https://www.knoxnews.com/story/news/local/2020/05/29/george-floyd-protest-knoxville-leaders-condemn-police-officers/5282622002/']
Memphis,"A street sign in Memphis, vandalized with ""BLM"" Silent demonstrations of around 40 people protesting the deaths of Floyd, Breonna Taylor in Kentucky, and Ahmaud Arbery, led to ""verbal confrontations"" with Memphis police and two counter-protesters from the Facebook group Confederate 901.",Tennessee,"['https://web.archive.org/web/20200528052808/https://www.usatoday.com/story/news/nation/2020/05/27/george-floyd-los-angeles-protesters-black-lives-matter/5272030002/', 'https://www.wmcactionnews5.com/2020/05/27/protest-against-police-brutality-shuts-down-union-avenue/', 'https://www.wmcactionnews5.com/2020/05/31/overnight-protests-poplar/', 'https://twitter.com/tamisawyer/status/1266992137633181696', 'https://www.commercialappeal.com/story/news/2020/05/31/george-floyd-memphis-protests-may-31/5283558002/', 'https://www.wmcactionnews5.com/2020/06/02/curfew-lifted-city-memphis-civil-emergency-still-place/']"
Murfreesboro,"On May 31, a group of about 50 protesters marched toward a building on the Middle Tennessee State University campus named after Nathan Bedford Forrest but were stopped by police in armored vehicles. Police accused protesters of vandalizing an armored car and throwing a brick through the window of a local business. A 12-year-old girl was injured by tear gas.",Tennessee,"['https://www.dnj.com/story/news/2020/05/31/murfreesboro-george-floyd-vigil-peaceful-protest/5299427002/', 'https://www.wkrn.com/news/local-news/possible-tear-gas-deployed-in-downtown-murfreesboro-near-mtsu/']"
Nashville,"Thousands gathered at a protest occurred May 30, 2020 The Nashville Autonomous Zone (NAZ), sometimes referred to as the Ida B. Wells Plaza, is a self-declared autonomous zone on the Capitol grounds of Nashville, Tennessee. Modeled on the preceding Capitol Hill Autonomous Zone, the Nashville Zone was established on June 12, 2020, during the George Floyd protests and ran into the next week. <span class=""mw-headline""",Tennessee,"['https://www.wsmv.com/news/protests-continue-at-police-department-courthouse-in-nashville/article_32c50c96-a295-11ea-b2a3-3b5e484e3a30.html', 'https://www.wkrn.com/news/local-news/nashville-i-will-breathe-crowd-converges-onto-metro-police-central-precinct/', 'https://fox17.com/news/local/nashville-mayor-declares-state-of-civil-emergency-as-some-protesters-cause-damage-fires-tennessee', 'https://www.tennessean.com/story/news/2020/05/31/nashville-george-floyd-protests-unrest/5299058002/', 'https://www.wkrn.com/news/nashville-protests/no-arrests-made-after-protesters-stay-the-night-at-capitol-hill-autonomous-zone/', 'https://www.timesfreepress.com/news/breakingnews/story/2020/jun/15/tennessee-bill-would-increase-penalties-illegal-camping-graffiti/525398/', 'https://www.9and10news.com/i/the-latest-france-backs-off-ban-on-chokeholds-2/', 'https://www.newschannel5.com/news/gov-lee-to-demonstrators-autonomous-zones-and-violence-will-not-be-tolerated', 'https://fox17.com/news/local/free-capitol-hill-friday-rally-planned-to-reclaim-the-plaza', 'https://heavy.com/news/2020/06/nashville-autonomous-zone/', 'https://fox17.com/news/local/free-capitol-hill-friday-rally-planned-to-reclaim-the-plaza', 'https://heavy.com/news/2020/06/nashville-autonomous-zone/', 'https://www.tennessean.com/story/news/politics/2020/06/12/nashville-capitol-hill-autonomous-zone-not-tolerated-gov-bill-lee/3176168001/', 'https://www.nashvillescene.com/news/pith-in-the-wind/article/21137198/activists-camp-outside-the-capitol-building-to-protest-police-brutality', 'https://heavy.com/news/2020/06/nashville-autonomous-zone/', 'https://www.nashvillescene.com/news/pith-in-the-wind/article/21137198/activists-camp-outside-the-capitol-building-to-protest-police-brutality', 'https://www.wkrn.com/news/nashville-protests/black-lives-matter-protesters-take-over-capitol-hill-in-friday-protest/', 'https://heavy.com/news/2020/06/nashville-autonomous-zone/', 'https://www.nashvillescene.com/news/pith-in-the-wind/article/21137198/activists-camp-outside-the-capitol-building-to-protest-police-brutality', 'https://www.forbes.com/sites/jemimamcevoy/2020/06/12/tennessee-governor-warns-protesters-against-creating-nashville-autonomous-zone/']"
Abilene,Dozens marched around the city after gathering at the Abilene Police Department for a protest on May 31.,Texas,"['https://www.bigcountryhomepage.com/news/dozens-march-through-abilene-to-protest-the-killing-of-george-floyd/', 'https://www.bigcountryhomepage.com/news/hundreds-march-through-downtown-abilene-in-protest-of-racial-inequality/']"
Alpine,Hundreds of people marched through the streets to the Brewster County courthouse.,Texas,"['https://archive.is/8D5Dz', 'https://archive.is/8D5Dz', 'https://archive.is/8D5Dz', 'https://archive.is/8D5Dz']"
Amarillo,A crowd of more than 100 marched from City Hall to Sam Houston Park starting around 10am on May 31.,Texas,"['https://www.newschannel10.com/2020/05/31/peaceful-protest-march-held-amarillo-after-death-george-floyd/', 'https://www.myhighplains.com/news/local-news/protests-held-in-amarillo/']"
Arlington,"On Monday, June 1, the first protests over Floyd's death occurred. As night fell, rioting began, with businesses near AT&T Stadium looted. Police arrested six people.",Texas,"['https://www.dallasnews.com/news/2020/06/02/peaceful-protest-escalates-into-looting-at-walmart-near-att-stadium-in-arlington-six-arrested/', 'https://www.dallasnews.com/news/2020/06/02/after-night-of-looting-and-destruction-arlington-protest-remains-peaceful/']"
Austin,"Police and Texas Army National Guard at the protest in Austin, Texas on May 31, 2020 Several dozen protesters demonstrated in front of the Austin Police Department headquarters the night of May 29–30, with nine ultimately arrested.",Texas,"['https://www.kxan.com/news/local/austin/demonstrators-arrested-overnight-at-austin-police-headquarters/', 'https://www.kxan.com/news/local/austin/protesters-to-gather-outside-apd-hq-after-nine-arrested-during-overnight-demonstration/', 'https://www.statesman.com/news/20200529/fatal-police-shooting-of-michael-ramos-goes-to-travis-county-grand-jury-da-says/', 'https://www.star-telegram.com/news/nation-world/national/article243199101.html', 'https://www.kxan.com/investigations/everything-we-know-about-the-teenager-officers-shot-in-the-head-with-less-lethal-round-at-austin-protest/', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613']"
Brownsville,"On June 3, around 100 people peacefully protested at Linear Park before marching towards the Brownsville Police Department and the Cameron County Courthouse.",Texas,['https://www.brownsvilleherald.com/2020/06/03/hundreds-turn-peaceful-protest-linear-park/']
Corpus Christi,Hundreds of people protested outside the City Hall building and marched their way towards downtown Corpus Christi on May 31.,Texas,"['https://www.kiiitv.com/article/news/local/a-look-into-tonights-protest-in-downtown-corpus-christi/503-881567f6-d8af-42d4-b89e-cb3d6f05fe37', 'https://www.kiiitv.com/article/news/verify/verify-a-look-into-social-media-postings-that-made-claims-of-violence-possible-drive-by-shooting-at-corpus-christi-protests/503-308496bf-a1bc-46e0-aa9b-4f7bd2d094c3']"
Dallas,Dallas on May 31 Protestors in Dallas on June 1 George Floyd Protest Against Police Brutality in Dallas Almost a thousand people protested in front of the Dallas Police Headquarters on May 29.,Texas,"['https://www.dallasnews.com/news/2020/05/29/protests-in-dallas-fort-worth-seek-justice-for-black-americans-killed-by-police/', 'https://www.kxan.com/news/local/austin/some-businesses-looted-fires-set-as-downtown-austin-protests-continue-into-the-night/', 'https://www.fox4news.com/news/chaos-erupts-overnight-in-downtown-dallas-following-protests-over-george-floyds-death', 'https://www.star-telegram.com/news/local/article243133236.html', 'https://www.nbcdfw.com/news/local/protesters-smash-windows-loot-businesses-in-downtown-and-deep-ellum/2378918/', 'https://www.dmagazine.com/frontburner/2020/06/dallas-protests-george-floyd-margaret-hunt-hill-bridge/', 'https://www.dallasnews.com/news/crime/2020/06/02/dallas-police-chief-renee-hall-says-demonstrators-broke-law-when-they-walked-onto-margaret-hunt-hill-bridge/']"
Denton,Thousands of people marched around Denton on June 1 and subsequent days.,Texas,['https://www.nbcdfw.com/news/local/thousands-march-through-denton-monday-night/2380674/']
Edinburg,"Over 100 people protested outside of City Hall on May 30, despite the event having been officially postponed beforehand due to safety concerns.",Texas,['https://www.brownsvilleherald.com/2020/05/30/valley-demonstrators-protest-george-floyd-death/']
El Paso,"On the night of May 29, the headquarters of the El Paso Police Department on Raynor Street was vandalized with graffiti reading ""RIP George Floyd"" and ""No Justice No Peace"".",Texas,"['https://kvia.com/news/el-paso/2020/05/30/el-paso-police-headquarters-target-of-george-floyd-protest-vandalism-overnight/', 'https://www.elpasotimes.com/story/news/2020/05/31/el-paso-protest-police-headquarters-george-floyd-death/5303954002/', 'https://www.elpasotimes.com/story/news/2020/05/31/khalid-twitter-reaction-george-floyd-protest-el-paso/5302415002/']"
Fort Worth,Community activists marched from the historic Tarrant County Courthouse to the Fort Worth Convention Center without incident on May 29.,Texas,"['https://www.nbcdfw.com/news/local/it-could-be-your-son-demonstration-planned-in-fort-worth-over-george-floyd/2378691/', 'https://fwtx.com/api/content/eff3509e-a37a-11ea-bf6c-1244d5f7c7c6/', 'https://www.star-telegram.com/latest-news/article243122191.html/video-embed']"
Flower Mound,Dozens of sign-waving protesters gathered at a busy intersection in Flower Mound between June 1 and June 8.,Texas,['https://www.dallasnews.com/news/2020/06/08/protest-sprouts-in-the-suburbs-of-north-texas-and-beyond-in-wake-of-george-floyds-killing/']
Frisco,"Hundreds of protesters attended a rally on June 1 against police brutality, including the city's mayor and police chief.",Texas,['https://www.nbcdfw.com/news/local/hundreds-march-in-frisco-for-racial-equality/2380482/']
Galveston,"On May 30, a group of 100 or more protested the death of George Floyd in Galveston.",Texas,"['https://www.galvnews.com/news/article_7ed08e79-71c3-5070-b2e2-f094fde6a456.html', 'https://www.click2houston.com/news/local/2020/06/06/galvestn-surfers-among-those-who-honored-george-floyd-in-paddle-out-held-around-world/']"
Georgetown,Dozens protested the killing of George Floyd in Georgetown on June 3.,Texas,['https://www.kxan.com/news/local/williamson-county/georgetown-mayor-police-chief-join-black-lives-matter-protest/']
Harlingen,A protest occurred on 3rd and Harrison avenue in Harlingen.,Texas,['https://www.valleycentral.com/news/local-news/live-demonstration-in-honor-of-george-floyd-in-harlingen/']
Houston,Houston City Hall illuminated in crimson and gold in honor of George Floyd's alma mater Yates High School on June 8 May 29: Large numbers protested in George Floyd's hometown. Mayor Sylvester Turner made calls for unity and peace.,Texas,"['https://www.chron.com/news/houston-texas/houston/article/Houston-mayor-calls-for-protesters-to-remain-15304464.php', 'missing', 'missing', 'https://www.chron.com/news/houston-texas/article/Video-shows-mounted-patrol-officer-trample-15305527.php', 'https://twitter.com/vikthewild/status/1266538354939756544', 'https://www.chron.com/news/houston-texas/slideshow/Scenes-from-the-Houston-march-for-George-Floyd-202972.php', 'https://www.khou.com/article/news/local/george-floyd/george-floyd-updates-on-march-protest-on-june-2-houston-texas/285-55284292-3321-4bc0-b8b5-9bec89c426ed', 'https://www.cnn.com/2020/06/08/us/george-floyd-houston-visitation/index.html']"
Keller,"On Sunday afternoon, June 8, thousands of people of Keller and surrounding communities packed the pavilion at Bear Creek Park for a demonstration in honor of George Floyd. Organizers Charles Banks and Myles Britton and others addressed the crowd, after which around 3,000 protesters, per a Keller Police Department estimate, marched from Bear Creek Park to Keller Town Center.",Texas,['https://communityimpact.com/dallas-fort-worth/keller-roanoke-northeast-fort-worth/public-safety/2020/06/08/thousands-from-keller-community-attend-peaceful-george-floyd-demonstration/']
Laredo,Hundreds of people gathered at the City Hall building on May 30 and June 1 to peacefully protest in wake of the murder of George Floyd and police reform. There was a smaller protest on June 4 to make the public aware of police brutality and systemic racism.,Texas,"['https://www.kgns.tv/content/news/Laredoans--570916261.html', 'https://www.kgns.tv/content/news/Demonstrators-gather-for-Black-Lives-Matter-Protest-City-Hall-571014931.html']"
Lewisville,"Hundreds of protesters attended a rally in Lewisville, which ended after police used tear gas. 9 people were arrested for obstructing a road.",Texas,"['https://www.nbcdfw.com/news/local/lewisville-police-use-tear-gas-arrest-9-after-protesters-block-traffic/2381575/', 'https://starlocalmedia.com/lewisvilleleader/news/tear-gas-used-9-arrested-at-lewisville-protest/article_e03c7b1c-a5eb-11ea-828d-972d4ca209a7.html']"
Lubbock,Nearly 200 people took a stand against racism and police brutality at Tim Cole Memorial Park on May 30.,Texas,"['https://www.kcbd.com/2020/05/30/lubbock-protesters-demand-action-response-death-george-floyd/', 'https://www.everythinglubbock.com/news/local-news/people-gather-in-lubbock-to-protest-george-floyds-death/']"
Lufkin,"On May 31, nearly 100 people demonstrated and marched at the city hall in Lufkin. Protests lasted for about an hour. No injuries or property damage were reported.",Texas,['https://www.ktre.com/2020/05/31/webxtra-protesters-demonstrate-front-lufkin-city-hall-remember-george-floyd/']
Mansfield,June 5: Hundreds of students from the Mansfield High School participated in a peaceful protest.,Texas,['https://www.wfaa.com/article/news/student-protest-exceeds-expectations-draws-hundreds-of-supporters-in-mansfield/287-5b0e8080-2c17-4430-ac96-0d93158f92e2']
Marshall,"On June 9, around 50 people held a peaceful protest outside the Harrison County Courthouse to honor George Floyd and oppose police brutality. The event, which was organized by the group Marshall Against Violence, began with a moment of silence for two minutes and fifty-three seconds, representing the amount of time Floyd was left lying on the ground after being suffocated.",Texas,['https://www.marshallnewsmessenger.com/news/marshall-protest-marks-funeral-of-george-floyd/article_193c778c-aaba-11ea-b5b6-4bbf80542406.html']
McAllen,"On June 5, protesters marched from Archer Park to city hall in support of Black Lives Matter. One man was arrested after wielding a chainsaw at protesters and yelling racial slurs.",Texas,"['https://www.themonitor.com/2020/06/05/black-lives-matter-demonstrators-march-mcallen/', 'https://www.valleycentral.com/news/local-news/mcallen-police-man-detained-for-waving-chainsaw-at-protesters/']"
McKinney,"On May 30, more than 200 teens organized a peaceful protest outside McKinney Police Headquarters..",Texas,"['https://www.wfaa.com/article/news/local/over-200-people-participate-youth-led-protest-mckinney/287-675ad69a-ea6f-4015-9ca4-a48fc35355ec', 'https://localprofile.com/2020/06/01/a-peaceful-protest-unfolds-in-mckinney-in-the-name-of-justice-for-george-floyd/', 'https://www.dallasnews.com/news/2020/06/04/photos-peaceful-prayerful-protests-on-7th-day-call-for-unity-healing-in-dallas-mckinney/', 'https://www.nbcdfw.com/news/local/protesters-gather-in-mckinney-5-years-after-viral-pool-party-incident/2384341/']"
New Braunfels,More than 100 protesters called for change following the killing of George Floyd at an intersection in New Braunfels.,Texas,['https://www.kens5.com/article/news/community/hill-country-reporter/rally-for-justice-remains-peaceful-in-new-braunfels/273-a665ea67-e870-4a6e-a6fb-4304b450a8c7']
Odessa,May 30: Hundreds marched and shared their thoughts on police violence downtown.,Texas,['https://www.cbs7.com/content/news/Peaceful-Black-Lives-Matter-march-planned-for-Downtown-Odessa-Sunday-night-570906971.html']
Palestine,"On June 1, approximately 50 people held a peaceful protest in Reagan Park. They lit candles and sat on one knee for eight minutes and forty-six seconds.",Texas,['https://www.palestineherald.com/news/dozens-in-palestine-peacefully-protest-floyds-death/article_5e6fe68c-a47e-11ea-b865-975f8d9b4296.html']
Paris,"On May 30, around three dozen people formed a peaceful protest at the downtown square; another took place on June 3.",Texas,"['http://theparisnews.com/free/article_3d8aa7b6-a2eb-11ea-99cf-87fac32b5ea2.html', 'http://theparisnews.com/free/collection_eff74ea2-b238-11ea-a67c-974809dd0d23.html']"
Plano,"On June 2 and June 3, crowds of demonstrators marched in Plano.",Texas,['https://www.nbcdfw.com/news/local/police-chief-walks-with-protesters-in-plano/2382083/']
Round Rock,"On May 31, one person stood alone on the corner of Red Bud Lane and Forest Creek Drive with a sign that read ""End Systemic Racism."" On June 1, 40 demonstrators had gathered there. These protests have continued nightly.",Texas,['https://communityimpact.com/austin/round-rock-pflugerville-hutto/public-safety/2020/06/03/we-cant-stay-quiet-round-rock-residents-form-nightly-peaceful-protest/']
San Angelo,"Roughly 300 people marched from The Bosque on the Concho, a public park, along Irving Street to City Hall on May 31.",Texas,['https://www.conchovalleyhomepage.com/news/georgefloyd/the-community-of-san-angelo-comes-together-to-protest-the-killing-of-george-floyd/']
San Antonio,Several thousand people protested peacefully downtown outside the San Antonio Public Safety Headquarters.,Texas,"['https://www.kens5.com/article/news/local/san-antonio-justice-for-george-floyd-protest-travis-park/273-9c435773-77c1-459f-a5e3-4f9aae4b5136', 'https://www.sacurrent.com/the-daily/archives/2020/06/01/how-chaos-gripped-downtown-san-antonio-following-a-peaceful-orderly-george-floyd-march', 'https://www.ktsa.com/videos-show-destruction-firing-of-rubber-bullets-following-protests-in-downtown-san-antonio/', 'https://www.ksat.com/news/local/2020/06/02/three-san-antonio-police-officers-injured-after-saturdays-peaceful-protests-turned-violent/']"
Southlake,"On Saturday afternoon, June 7, Hundreds of people turned out for a peaceful march for racial equality in Southlake Town Square. The event, organized by a Carroll High School group called the Progressive Activism Club, was spurred by the recent death of George Floyd while in Minneapolis police custody. ",Texas,['https://communityimpact.com/dallas-fort-worth/grapevine-colleyville-southlake/public-safety/2020/06/06/photos-peaceful-march-for-racial-equality-held-at-southlake-town-square/']
Texarkana,"On Saturday afternoon, May 30, 70 to 100 protesters gathered peacefully at the State Line Post Office to listen to speeches, then marched to downtown before returning northward to a parking lot at State Line and Arkansas Boulevard, where the crowd grew and passing motorists honked in support.",Texas,['https://www.texarkanagazette.com/news/texarkana/story/2020/may/30/residents-rally-state-line-post-office-protest-george-floyd-death/829168/']
Tyler,"Protests with attendees counting dozens to hundreds have been occurring regularly in Tyler, a town in East Texas, a region rare for protest.",Texas,"['https://www.npr.org/2020/06/13/876302978/in-east-texas-death-of-george-floyd-brings-activism-to-a-region-of-rare-protest', 'https://www.texastribune.org/2020/06/17/east-texas-george-floyd-killing-energizes-new-generation-fight-racism/']"
University Park,"On Saturday, June 6 at 10 AM, about 200 people gathered in Snider Plaza to peacefully march to demonstrate their solidarity with the Black Lives Matter movement and to protest the murder of George Floyd. As they gathered the protesters were harassed by an individual who blasted bagpipe music and yelled ‘shame on you.’ The protesters marched down Milton and Airline Avenues to Burleson Park, near the campus of Southern Methodist University. Once gathered at the park in a large circle, the protesters together in silence knelt on one knee for 8 minutes and 46 seconds to mourn the murder of George Floyd and many other black men and women. A few pro-life activists were part of the protest, including an African-American man who sang a civil rights anthem, and then was redirected by the crowd to commemorate George Floyd.",Texas,[]
Vidor,"A protest was held on June 6 in Vidor, known as a sundown town and a stronghold of the Ku Klux Klan.",Texas,"['https://www.texasmonthly.com/news/black-lives-matter-vidor/', 'https://www.texasmonthly.com/news/black-lives-matter-vidor/']"
Waco,"On June 6, hundreds of protesters gathered in Indian Spring Park to honor the life of George Floyd. Later that evening, they marched to the McLennan County Courthouse, then turned back and kneeled in a moment of silence with their fists raised.",Texas,['https://www.wacotrib.com/news/local/watch-now-saturdays-waco-protest-of-george-floyds-death-and-police-brutality/video_266630ad-8762-558a-90d3-de8a3501eee5.html']
Wichita Falls,"On June 1, hundreds of people protested the killing of George Floyd in Park Central in downtown Wichita Falls. <span class=""mw-headline""",Texas,"['https://www.timesrecordnews.com/story/news/local/2020/06/01/hundreds-protesters-hold-protest-downtown-wichita-falls/5312809002/', 'https://www.timesrecordnews.com/story/news/2020/06/06/wichita-falls-protests-held-spudder-park-demonstrators-demand-racial-justice/3160597001/', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_ae97422df0978e49008feb331c32af1f']"
Cedar City,"More than 100 people gathered and marched in downtown Cedar City on Sunday, May 31. During the two-hour event, participants walked through downtown, waving signs with phrases like “Black Lives Matter” and shouting chants such as “no justice, no peace” and “say his name: George Floyd.” ",Utah,['https://www.stgeorgeutah.com/news/archive/2020/05/31/jmr-more-than-100-march-in-cedar-city-to-protest-george-floyds-death/#.XtllP55KiL4']
Moab,"A protest with over 400 participants occurred on Friday, June 5.",Utah,['https://www.sltrib.com/news/2020/06/06/black-lives-matter/']
Logan,"On June 2, more than 100 protesters gathered at the Historic Cache County Courthouse to protest police brutality. Two police officers supported the protesters and brought them refreshments.",Utah,['https://www.hjnews.com/news/local/dozens-in-logan-protest-police-brutality-lcpd-donates-pizza-drinks/article_96a42eeb-c0a3-5af4-bb6a-b9b2b670e8ca.html']
Ogden,"Around 1,000 people attended the ""Take a Knee"" protest in front of the Ogden City Municipal Building after turnout was only expected to reach 70 to 200; police barricaded numerous streets due to this higher-than-anticipated turnout. It was largely peaceful, with protestors opting to utilize verbal chants and speeches rather than violence. After the conclusion of the protest, protestors shook hands with police officers.",Utah,['https://www.standard.net/news/local/ogdens-take-a-knee-one-of-the-citys-largest-ever-protests-held-peacefully-on-saturday/article_71522a0d-1c1d-51e2-89ef-633c07749f1d.html']
Park City,"On June 1, an estimated 300 people gathered at Dozier Field in a demonstration, where they took a knee for eight minutes and forty-six seconds in honor of George Floyd.",Utah,['https://www.parkrecord.com/news/park-city-peacefully-rallies-against-hate-racism-amid-outcry-after-killing-of-george-floyd/']
Provo,"A small car caravan organized by Utah County Against Police Brutality raised awareness on May 30 for George Floyd and Bernardo Palacios, the latter of whom was killed by Salt Lake City Police on May 23.",Utah,"['https://www.heraldextra.com/news/local/central/provo/utah-county-citizens-oppose-police-brutality-in-car-caravan-protest/article_8ccc0237-e71f-5f8d-93e8-82eb9d72d123.html', 'https://www.uvureview.com/front-page/protesters-peacefully-gather-in-provo-to-protest-police-brutality/', 'https://universe.byu.edu/2020/05/30/provo-demonstrators-protest-in-wake-of-george-floyds-death/', 'https://universe.byu.edu/2020/05/30/provo-demonstrators-protest-in-wake-of-george-floyds-death/']"
Saint George,"Two separate protests, organized by the Southern Utah Black Lives Matter chapter, were held on May 30. Troy Anderson, the founder of the Southern Utah chapter, addressed a crowd of about 50 to 60 people at 10 in the morning outside the city offices; Anderson spoke with Saint George's mayor afterwards. Later that evening, a crowd of approximately 200 protestors took a ""kneel-in"" along the city's main boulevard.",Utah,"['https://www.stgeorgeutah.com/news/archive/2020/05/31/mgk-black-lives-matter-holds-kneel-in-at-city-offices-people-urged-to-get-involved/', 'https://www.thespectrum.com/story/news/2020/06/05/st-george-protesters-lay-silent-streets-honor-george-floyd-others/3153496001/']"
Salt Lake City,"On May 29, around 150 to 200 people protested downtown at 900 South and State Street. <span class=""mw-headline""",Utah,"['https://www.ksl.com/article/46758807/demonstrators-peacefully-protest-for-justice-for-george-floyd-in-downtown-salt-lake-city', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.deseret.com/utah/2020/5/30/21275674/salt-lake-city-curfew-protest-library-square-george-floyd-killing-police-car-herbert-national-guard', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.sltrib.com/news/2020/05/31/man-with-bow-is-expected/', 'https://nypost.com/2020/05/30/protesters-take-on-man-aiming-bow-and-arrow-at-them/', 'https://www.sltrib.com/news/2020/05/31/streets-are-quiet-calm/', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.deseret.com/utah/2020/5/30/21275674/salt-lake-city-curfew-protest-library-square-george-floyd-killing-police-car-herbert-national-guard', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/05/31/man-with-bow-is-expected/', 'https://www.abc4.com/news/salt-lake-city-protests/salt-lake-city-officer-who-pushed-down-elderly-man-removed-from-patrol-duties-during-investigation/', 'https://www.foxnews.com/us/utah-man-charged-burning-police-car-salt-lake-city-protest', 'missing']"
