,date,city_st,size,size_str,urls,collection
775,2020-05-31,"Milton, PA",200.0,around 200 protesters,['https://www.dailyitem.com/news/peaceful-protests-vigils-in-milton-selinsgrove/article_7897c0d2-a3ef-11ea-bd5b-f70272380ed9.html'],Wikipedia
776,2020-05-31,"Selinsgrove, PA",300.0,around 300 protesters,['https://www.dailyitem.com/news/peaceful-protests-vigils-in-milton-selinsgrove/article_7897c0d2-a3ef-11ea-bd5b-f70272380ed9.html'],Wikipedia
778,2020-06-05,"Williamsport, PA",200.0,hundreds,['https://www.wnep.com/article/news/local/lycoming-county/williamsport-black-lives-matter-protest-march-rally/523-489f7289-f9e8-47bf-8f34-1e0376f2c7bd'],Wikipedia
779,2020-01-01,"Allentown, PA",,,"['https://www.mcall.com/news/local/mc-nws-lehigh-valley-black-lives-march-20200530-axaogyp7yjcodlqxqlryvh5i5y-story.html', 'https://www.wfmz.com/video/george-floyd-protests-allentown-and-bethlehem/video_17952e53-ad1c-569d-b621-4e551a60e4c6.html']",Wikipedia
780,2020-01-04,"Bethlehem, PA",200.0,Hundreds,['https://www.mcall.com/news/local/mc-nws-lehigh-valley-black-lives-march-20200530-axaogyp7yjcodlqxqlryvh5i5y-story.html'],Wikipedia
781,2020-01-01,"Easton, PA",,An estimated 1500,['https://www.lehighvalleylive.com/news/2020/05/we-stand-together-in-solidarity-more-than-15k-gathers-in-easton-demanding-justice-for-george-floyd.html'],Wikipedia
782,2020-01-04,"Scranton, PA",24.0,Dozens,['https://www.counton2.com/news/dozens-come-out-to-support-racial-justice-in-scranton/'],Wikipedia
783,2020-05-31,"Stroudsburg, PA",300.0,about 300 people,['https://www.poconorecord.com/news/20200601/stroudsburg-vigil-for-george-floyd-attracts-hundreds'],Wikipedia
784,2020-01-04,"Wilkes-Barre, PA",24.0,Dozens,['https://www.pahomepage.com/news/protesters-in-wilkes-barre-say-they-want-justice-for-george-floyd/'],Wikipedia
785,2020-06-01,"Bradford, PA",,Roughly 15,['http://www.bradfordera.com/bradford/protesters-organize-at-veterans-square/article_5c2a5995-7d44-57b0-b776-9fa822fa7347.html'],Wikipedia
786,2020-06-01,"DuBois, PA",,,['https://www.connectradio.fm/2020/06/01/protests-and-demonstrations-remain-peaceful-in-dubois/'],Wikipedia
787,2020-05-30,"Erie, PA",,"Several hundred, 9, 11","['https://www.erienewsnow.com/story/42192359/city-of-erie-under-state-of-emergency-after-protest-escalates-businesses-vandalized-man-shot', 'https://www.goerie.com/news/20200531/video-of-kicked-erie-protester-draws-national-attention']",Wikipedia
788,2020-06-05,"Farrell, PA",,,"['https://www.wfmj.com/story/42217554/police-investigating-after-driver-strikes-crowd-of-protesters-in-farrell', 'https://www.wfmj.com/story/42228867/sharon-woman-accused-of-driving-through-farrell-protestors']",Wikipedia
789,2020-05-31,"Hermitage, PA",,nearly 200,['https://www.wkbn.com/news/local-news/protesters-march-streets-of-hermitage/'],Wikipedia
790,2020-05-31,"Meadville, PA",,Over 150,['https://www.meadvilletribune.com/news/protesters-take-to-meadvilles-streets-over-george-floyds-death/article_546ac494-a367-11ea-a20e-eb1a15bab5c2.html'],Wikipedia
791,2020-05-31,"New Castle, PA",100.0,about 100 protesters,['https://www.ncnewsonline.com/news/local_news/frye-salem-lead-peaceful-march-through-downtown/article_8bbf3e56-a37c-11ea-9bff-a761949ff1ad.html'],Wikipedia
792,2020-06-01,"Punxsutawney, PA",,,['https://www.punxsutawneyspirit.com/content/peaceful-protest-held-barclay-square'],Wikipedia
793,2020-05-31,"Sharon, PA",,,['https://www.wkbn.com/news/local-news/people-gather-in-downtown-sharon-protesting-racial-injustice-and-police-brutality/'],Wikipedia
794,2020-05-30,"Carlisle, PA",80.0,about 80 protesters,"['https://www.abc27.com/video/peaceful-protests-in-downtown-carlisle/5552270/', 'https://cumberlink.com/news/local/photos-george-floyd-ahmaud-arbery-breonna-taylor-protest-in-carlisle/collection_225622a5-c7c3-54f3-b924-9100df6233f6.html#1']",Wikipedia
795,2020-06-01,"Chambersburg, PA",,over 75 protesters,['https://www.publicopiniononline.com/story/news/local/2020/06/01/chambersburg-citizens-protest-solidarity-black-lives-matter/5312171002/'],Wikipedia
796,2020-01-01,"Hanover, PA",,,['https://www.eveningsun.com/picture-gallery/news/2020/05/31/george-floyd-protests-hanover-pa-photos/5302042002/'],Wikipedia
797,2020-01-01,"Harrisburg, PA",,,"['https://www.pennlive.com/news/2020/05/harrisburg-protest-over-george-floyds-death-leads-to-violent-clash-with-police-video.html', 'https://www.pennlive.com/news/2020/05/pa-state-police-cancels-press-conference-as-george-floyd-protest-in-harrisburg-turns-violent.html', 'https://www.abc27.com/news/local/governor-tom-wolf-joins-george-floyd-protesters-in-harrisburg/']",Wikipedia
798,2020-01-01,"Hershey, PA",,400-500,[],Wikipedia
799,2020-01-01,"Hollidaysburg, PA",200.0,hundreds,['https://www.wearecentralpa.com/news/local-news/residents-gather-at-canal-basin-park-in-hollidaysburg-to-protest-death-of-george-floyd/'],Wikipedia
800,2020-01-01,"Lebanon, PA",200.0,hundreds,['https://www.abc27.com/news/local/lebanon/hundreds-of-peaceful-protesters-march-through-the-streets-of-lebanon/'],Wikipedia
802,2020-06-04,"Coatesville, PA",2000.0,Thousands,['https://www.dailylocal.com/news/struggle-for-human-rights-unites-west-chester-and-coatesville/article_7895fdba-a69c-11ea-abba-576cd684fb14.html'],Wikipedia
803,2020-06-01,"Doylestown, PA",200.0,hundreds,['https://6abc.com/upper-darby-police-looting-protest-shopping-district/6225569/'],Wikipedia
804,2020-01-01,"Kennett Square, PA",,Nearly a thousand,['https://www.dailylocal.com/lifestyle/people-in-kennett-square-spark-hope-create-change-during-peaceful-protest-against-injustice/article_fad08d12-a42c-11ea-9fee-379d2e467a2c.html'],Wikipedia
805,2020-01-01,"King of Prussia, PA",,12,"['https://www.inquirer.com/news/george-floyd-protests-philadelphia-suburbs-upper-darby-20200601.html', 'https://philadelphia.cbslocal.com/2020/05/31/12-arrested-looters-target-king-of-prussia-mall/']",Wikipedia
806,2020-06-07,"Kutztown, PA",,,['https://www.berksmontnews.com/news/photos-kutztown-marches-for-solidarity/article_203d7394-a8fb-11ea-b245-0317f7c6d33d.html'],Wikipedia
807,2020-01-04,"Lancaster, PA",200.0,hundreds,['https://lancasteronline.com/news/local/live-updates-hundreds-protest-in-lancaster-city-following-george-floyd-death-photos-video/article_57e690b6-a296-11ea-af2d-93bfbc49b35c.html'],Wikipedia
808,2020-05-31,"Levittown, PA",50.0,about 50 protesters,['https://www.buckscountycouriertimes.com/news/20200531/about-50-stage-peaceful-protest-at-five-points-in-levittown'],Wikipedia
809,2020-06-03,"Norristown, PA",,,['https://6abc.com/society/peaceful-protest-as-calls-for-resignation-grow-for-montco-commissioner/6230288/'],Wikipedia
810,2020-01-01,"Philadelphia, PA",,,[],Wikipedia
811,2020-06-01,"Pottstown, PA",,,['https://www.pottsmerc.com/news/peaceful-protest-joined-by-pottstown-police/article_7fcd88de-a41f-11ea-bc01-7ff517f08859.html'],Wikipedia
812,2020-05-31,"Reading, PA",200.0,hundreds,"['https://www.readingeagle.com/news/local/hundreds-march-for-peace-unity-and-justice-at-reading-rally/article_e94774f8-a381-11ea-be1c-93f07570b586.html', 'https://www.wfmz.com/news/area/berks/peaceful-protests-over-floyds-death-continue-in-reading/article_e56e5c7c-a44c-11ea-a2b5-2fbb6b079bb4.html']",Wikipedia
813,2020-06-03,"Spring Township, PA",200.0,hundreds,['https://www.readingeagle.com/news/local/peaceful-protest-in-spring-township-a-call-for-equality-and-justice/article_7be2c94e-a5f7-11ea-820f-13ee8f0ceb03.html?utm_medium=social&utm_content=fb-readingeagle&utm_source=facebook.com&utm_campaign=socialflow'],Wikipedia
814,2020-05-31,"Upper Darby, PA",,12,"['https://6abc.com/upper-darby-police-looting-protest-shopping-district/6225569/', 'https://www.inquirer.com/news/george-floyd-protests-philadelphia-suburbs-upper-darby-20200601.html']",Wikipedia
815,2020-05-31,"West Chester, PA",,more than 40 protesters,"['https://www.dailylocal.com/news/local/peaceful-protesters-in-west-chester-denounce-killing-of-george-floyd/article_26d42aee-a389-11ea-9b9d-472951a11d08.html', 'https://www.dailylocal.com/news/local/peaceful-protesters-in-west-chester-denounce-killing-of-george-floyd/article_26d42aee-a389-11ea-9b9d-472951a11d08.html', 'https://www.dailylocal.com/news/struggle-for-human-rights-unites-west-chester-and-coatesville/article_7895fdba-a69c-11ea-abba-576cd684fb14.html']",Wikipedia
816,2020-06-04,"Yardley, PA",1200.0,"over 1,000 people","['https://patch.com/pennsylvania/yardley/yardley-black-lives-protest-draws-over-1-000', 'https://www.buckscountycouriertimes.com/photogallery/PA/20200605/PHOTOGALLERY/605009996/PH/1']",Wikipedia
817,2020-06-01,"Butler, PA",,8,['https://pittsburgh.cbslocal.com/2020/06/01/8-people-arrested-at-protest-at-diamond-park-in-butler/'],Wikipedia
818,2020-06-01,"Greensburg, PA",,Roughly 200,['https://triblive.com/local/westmoreland/protesters-gather-in-greensburg-spurred-by-george-floyd-killing/'],Wikipedia
819,2020-06-03,"Indiana, PA",,Roughly 150,['https://www.indianagazette.com/social/black-lives-matter-protest-remains-peaceful/article_b31ab9f6-a662-11ea-b9fc-b7f41a038db9.html'],Wikipedia
820,2020-06-06,"Johnstown, PA",,Roughly 500,"['https://www.tribdem.com/news/photo-gallery-abundance-of-caution-richland-town-center-stores-close-as-protesters-march-in-downtown/article_6db05172-a85c-11ea-a9f8-5f88625bfc36.html', 'https://www.wearecentralpa.com/news/local-news/johnstown-community-gathers-for-protest-against-racial-injustice/']",Wikipedia
821,2020-06-01,"Latrobe, PA",,"More than 100, 11",['https://www.latrobebulletinnews.com/news/local/protesters-gather-for-peaceful-march-in-downtown-latrobe/article_8bee04a1-4d71-5b18-b3f4-bb97aeb13b08.html'],Wikipedia
822,2020-06-03,"Pleasant Hills, PA",,,['https://www.post-gazette.com/local/south/2020/06/03/Pleasant-Hills-demonstration-protest-Southland-Shopping-Center-police-brutality-George-Floyd-death/stories/202006030119'],Wikipedia
823,2020-05-30,"Pittsburgh, PA",,"more than 3,000 protesters","['https://www.pghcitypaper.com/pittsburgh/protest-honoring-george-floyd-brings-thousands-to-downtown-pittsburgh-ends-in-destruction-not-supported-by-protest-organizers/Content?oid=17378981', 'https://pittsburgh.cbslocal.com/2020/05/30/violent-george-floyd-protest/', 'https://pittsburgh.cbslocal.com/2020/05/30/violent-george-floyd-protest/', 'https://kdkaradio.radio.com/articles/penguins-ceo-saves-journalist-during-floyd-protest-violence', 'https://www.wtae.com/article/protests-downtown-pittsburgh-george-floyd/32719862', 'https://www.post-gazette.com/news/crime-courts/2020/05/30/Protest-Downtown-Pittsburgh-george-floyd-police/stories/202005300054', 'https://www.post-gazette.com/news/crime-courts/2020/05/31/Pittsburgh-protest-police-suspect-Brian-Bartels-riots-George-Floyd-protests/stories/202005310132', 'https://www.wpxi.com/news/top-stories/large-group-protesters-march-pittsburgh-second-straight-day/ZBMAG4TNFZA5JJWUEEL67NSUXE/', 'https://www.wtae.com/article/pittsburgh-protesters-walking-down-west-liberty-avenue-toward-liberty-tunnel/32784473', 'https://www.wpxi.com/news/top-stories/protesters-gather-around-pittsburgh-8th-straight-day/BI3PPWR3FBD5LJW5XDA34RKWXI', 'https://triblive.com/local/pittsburgh-allegheny/pittsburgh-leaders-call-for-police-reforms-in-response-to-east-liberty-protest-melee/', 'https://triblive.com/local/pittsburgh-allegheny/hundreds-of-george-floyd-protesters-march-through-east-liberty/', 'https://www.wpxi.com/news/local/allegheny-county/live-updates-protesters-gather-downtown-pittsburgh/VIUHYBVPJJHW3B6R2XFOZVTDOY/', 'https://www.nytimes.com/aponline/2020/05/30/us/ap-us-minneapolis-police-death-media.html', 'https://kdkaradio.radio.com/articles/penguins-ceo-saves-journalist-during-floyd-protest-violence', 'https://www.post-gazette.com/sports/penguins/2020/05/30/It-was-pretty-heroic-what-he-did-Penguins-president-CEO-David-Morehouse-saves-KDKA-cameraman-amid-violent-protests/stories/202005300079']",Wikipedia
824,2020-05-31,"Washington, PA",,,['https://pittsburgh.cbslocal.com/2020/05/31/protesters-gather-at-washington-county-courthouse/'],Wikipedia
825,2020-06-03,"Political, Puerto Rico",,,"['https://www.laestrella.com.pa/internacional/america/200603/puerto-rico-tendra-banderas-media-asta-memoria-george-floyd', 'https://www.metro.pr/pr/noticias/2020/06/02/cuestionan-silencio-de-jenniffer-gonzalez-sobre-acciones-de-trump-sobre-protestas.html']",Wikipedia
826,2020-01-01,"Military and law enforcement, Puerto Rico",,,"['https://www.metro.pr/pr/noticias/2020/06/02/guardia-nacional-puerto-rico-dice-no-prioridad-controlar-protestas-estados-unidos.html', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/']",Wikipedia
827,2020-01-01,"June 1, Puerto Rico",200.0,Hundreds,"['https://www.telemundopr.com/noticias/puerto-rico/celebraran-vigilia-black-lives-matter-en-loiza/2087717/', 'https://www.nytimes.com/2020/06/01/us/floyd-protests-live.html', 'https://www.nytimes.com/2020/06/01/us/floyd-protests-live.html', 'https://www.theweeklyjournal.com/politics/puerto-rico-residents-join-call-against-racial-discrimination/article_11e9f1ec-a503-11ea-b15c-a7219f0e9846.html']",Wikipedia
828,2020-01-01,"June 2, Puerto Rico",220.0,over 200 protesters,"['https://www.nytimes.com/2020/06/03/us/george-floyd-protests.html', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/', 'https://www.nytimes.com/2020/06/03/us/george-floyd-protests.html', 'https://www.telemundopr.com/noticias/puerto-rico/las-vidas-negras-importan-convocan-a-manifestacion-esta-tarde/2088368/', 'https://www.noticel.com/ahora/20200602/se-caldean-los-animos-entre-policias-y-manifestantes-en-la-fortaleza/', 'https://www.elnuevodia.com/noticias/locales/nota/protestaenapoyoalmovimientoblacklivesmatterculminosinenfrentamientosconlapolicia-2573035/']",Wikipedia
829,2020-06-01,"Bristol, TN",200.0,about 200 people,"['https://www.heraldcourier.com/news/candles-masks-mark-bristol-vigil-for-george-floyd/article_a7aed62e-91fa-548c-93e6-2d0a19c10731.html', 'https://wcyb.com/news/local/peaceful-protests-for-george-floyd-and-black-lives-matter-movement-take-place-all-weekend']",Wikipedia
830,2020-01-01,"Clarksville, TN",,Over 200,['https://www.theleafchronicle.com/story/news/local/clarksville/2020/05/30/george-floyd-killing-protest-clarksville-draws-over-200-people/5294407002/'],Wikipedia
831,2020-05-31,"Cleveland, TN",24.0,Dozens,"['http://clevelandbanner.com/stories/cleveland-protesters-meet-face-to-face-with-cpd-chief-bradley-county-sheriff,112146']",Wikipedia
833,2020-05-30,"Jackson, TN",,Almost 200,['https://www.jacksonsun.com/story/news/local/2020/05/30/george-floyd-protest-jackson-tennessee-peaceful/5292468002/'],Wikipedia
834,2020-01-03,"Knoxville, TN",200.0,hundreds,['https://www.knoxnews.com/story/news/local/2020/05/29/george-floyd-protest-knoxville-leaders-condemn-police-officers/5282622002/'],Wikipedia
835,2020-01-01,"Memphis, TN",,around 40 people,"['https://web.archive.org/web/20200528052808/https://www.usatoday.com/story/news/nation/2020/05/27/george-floyd-los-angeles-protesters-black-lives-matter/5272030002/', 'https://www.wmcactionnews5.com/2020/05/27/protest-against-police-brutality-shuts-down-union-avenue/', 'https://www.wmcactionnews5.com/2020/05/31/overnight-protests-poplar/', 'https://twitter.com/tamisawyer/status/1266992137633181696', 'https://www.commercialappeal.com/story/news/2020/05/31/george-floyd-memphis-protests-may-31/5283558002/', 'https://www.wmcactionnews5.com/2020/06/02/curfew-lifted-city-memphis-civil-emergency-still-place/']",Wikipedia
836,2020-05-31,"Murfreesboro, TN",50.0,about 50 protesters,"['https://www.dnj.com/story/news/2020/05/31/murfreesboro-george-floyd-vigil-peaceful-protest/5299427002/', 'https://www.wkrn.com/news/local-news/possible-tear-gas-deployed-in-downtown-murfreesboro-near-mtsu/']",Wikipedia
837,2020-05-30,"Nashville, TN",2000.0,Thousands,"['https://www.wsmv.com/news/protests-continue-at-police-department-courthouse-in-nashville/article_32c50c96-a295-11ea-b2a3-3b5e484e3a30.html', 'https://www.wkrn.com/news/local-news/nashville-i-will-breathe-crowd-converges-onto-metro-police-central-precinct/', 'https://fox17.com/news/local/nashville-mayor-declares-state-of-civil-emergency-as-some-protesters-cause-damage-fires-tennessee', 'https://www.tennessean.com/story/news/2020/05/31/nashville-george-floyd-protests-unrest/5299058002/']",Wikipedia
838,2020-05-31,"Abilene, TX",24.0,Dozens,"['https://www.bigcountryhomepage.com/news/dozens-march-through-abilene-to-protest-the-killing-of-george-floyd/', 'https://www.bigcountryhomepage.com/news/hundreds-march-through-downtown-abilene-in-protest-of-racial-inequality/']",Wikipedia
839,2020-05-31,"Amarillo, TX",,"more than 100, 10","['https://www.newschannel10.com/2020/05/31/peaceful-protest-march-held-amarillo-after-death-george-floyd/', 'https://www.myhighplains.com/news/local-news/protests-held-in-amarillo/']",Wikipedia
840,2020-06-01,"Arlington, TX",,six,"['https://www.dallasnews.com/news/2020/06/02/peaceful-protest-escalates-into-looting-at-walmart-near-att-stadium-in-arlington-six-arrested/', 'https://www.dallasnews.com/news/2020/06/02/after-night-of-looting-and-destruction-arlington-protest-remains-peaceful/']",Wikipedia
841,2020-05-31,"Austin, TX",,"Several dozen, nine","['https://www.kxan.com/news/local/austin/demonstrators-arrested-overnight-at-austin-police-headquarters/', 'https://web.archive.org/web/20200530222428/https://www.kxan.com/news/local/austin/protesters-to-gather-outside-apd-hq-after-nine-arrested-during-overnight-demonstration/', 'https://www.statesman.com/news/20200529/fatal-police-shooting-of-michael-ramos-goes-to-travis-county-grand-jury-da-says/', 'https://www.star-telegram.com/news/nation-world/national/article243199101.html', 'https://www.kxan.com/investigations/everything-we-know-about-the-teenager-officers-shot-in-the-head-with-less-lethal-round-at-austin-protest/', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613', 'https://www.newsweek.com/who-justin-howell-austin-protests-1508613']",Wikipedia
842,2020-06-03,"Brownsville, TX",100.0,around 100 people,['https://www.brownsvilleherald.com/2020/06/03/hundreds-turn-peaceful-protest-linear-park/'],Wikipedia
843,2020-05-31,"Corpus Christi, TX",200.0,hundreds,"['https://www.kiiitv.com/article/news/local/a-look-into-tonights-protest-in-downtown-corpus-christi/503-881567f6-d8af-42d4-b89e-cb3d6f05fe37', 'https://www.kiiitv.com/article/news/verify/verify-a-look-into-social-media-postings-that-made-claims-of-violence-possible-drive-by-shooting-at-corpus-christi-protests/503-308496bf-a1bc-46e0-aa9b-4f7bd2d094c3']",Wikipedia
844,2020-05-31,"Dallas, TX",,Almost a thousand,"['https://www.dallasnews.com/news/2020/05/29/protests-in-dallas-fort-worth-seek-justice-for-black-americans-killed-by-police/', 'https://www.kxan.com/news/local/austin/some-businesses-looted-fires-set-as-downtown-austin-protests-continue-into-the-night/', 'https://www.fox4news.com/news/chaos-erupts-overnight-in-downtown-dallas-following-protests-over-george-floyds-death', 'https://www.star-telegram.com/news/local/article243133236.html', 'https://www.nbcdfw.com/news/local/protesters-smash-windows-loot-businesses-in-downtown-and-deep-ellum/2378918/', 'https://www.dmagazine.com/frontburner/2020/06/dallas-protests-george-floyd-margaret-hunt-hill-bridge/', 'https://www.dallasnews.com/news/crime/2020/06/02/dallas-police-chief-renee-hall-says-demonstrators-broke-law-when-they-walked-onto-margaret-hunt-hill-bridge/']",Wikipedia
846,2020-05-30,"Edinburg, TX",120.0,over 100 people,['https://www.brownsvilleherald.com/2020/05/30/valley-demonstrators-protest-george-floyd-death/'],Wikipedia
847,2020-01-01,"El Paso, TX",,,"['https://kvia.com/news/el-paso/2020/05/30/el-paso-police-headquarters-target-of-george-floyd-protest-vandalism-overnight/', 'https://www.elpasotimes.com/story/news/2020/05/31/el-paso-protest-police-headquarters-george-floyd-death/5303954002/', 'https://www.elpasotimes.com/story/news/2020/05/31/khalid-twitter-reaction-george-floyd-protest-el-paso/5302415002/']",Wikipedia
848,2020-05-29,"Fort Worth, TX",,,"['https://www.nbcdfw.com/news/local/it-could-be-your-son-demonstration-planned-in-fort-worth-over-george-floyd/2378691/', 'https://fwtx.com/api/content/eff3509e-a37a-11ea-bf6c-1244d5f7c7c6/', 'https://www.star-telegram.com/latest-news/article243122191.html/video-embed']",Wikipedia
849,2020-06-01,"Frisco, TX",200.0,hundreds,['https://www.nbcdfw.com/news/local/hundreds-march-in-frisco-for-racial-equality/2380482/'],Wikipedia
850,2020-06-03,"Georgetown, TX",24.0,Dozens,['https://www.kxan.com/news/local/williamson-county/georgetown-mayor-police-chief-join-black-lives-matter-protest/'],Wikipedia
851,2020-01-01,"Harlingen, TX",,,['https://www.valleycentral.com/news/local-news/live-demonstration-in-honor-of-george-floyd-in-harlingen/'],Wikipedia
852,2020-05-29,"Houston, TX",,,"['https://www.chron.com/news/houston-texas/houston/article/Houston-mayor-calls-for-protesters-to-remain-15304464.php', 'missing', 'missing', 'https://www.chron.com/news/houston-texas/article/Video-shows-mounted-patrol-officer-trample-15305527.php', 'https://twitter.com/vikthewild/status/1266538354939756544', 'https://www.chron.com/news/houston-texas/slideshow/Scenes-from-the-Houston-march-for-George-Floyd-202972.php', 'https://www.khou.com/article/news/local/george-floyd/george-floyd-updates-on-march-protest-on-june-2-houston-texas/285-55284292-3321-4bc0-b8b5-9bec89c426ed', 'https://www.cnn.com/2020/06/08/us/george-floyd-houston-visitation/index.html']",Wikipedia
853,2020-01-05,"Keller, TX",,"around 3,000 protesters",['https://communityimpact.com/dallas-fort-worth/keller-roanoke-northeast-fort-worth/public-safety/2020/06/08/thousands-from-keller-community-attend-peaceful-george-floyd-demonstration/'],Wikipedia
854,2020-05-30,"Laredo, TX",200.0,hundreds,"['https://www.kgns.tv/content/news/Laredoans--570916261.html', 'https://www.kgns.tv/content/news/Demonstrators-gather-for-Black-Lives-Matter-Protest-City-Hall-571014931.html']",Wikipedia
855,2020-01-01,"Lewisville, TX",200.0,hundreds,"['https://www.nbcdfw.com/news/local/lewisville-police-use-tear-gas-arrest-9-after-protesters-block-traffic/2381575/', 'https://starlocalmedia.com/lewisvilleleader/news/tear-gas-used-9-arrested-at-lewisville-protest/article_e03c7b1c-a5eb-11ea-828d-972d4ca209a7.html']",Wikipedia
856,2020-05-30,"Lubbock, TX",,Nearly 200,"['https://www.kcbd.com/2020/05/30/lubbock-protesters-demand-action-response-death-george-floyd/', 'https://www.everythinglubbock.com/news/local-news/people-gather-in-lubbock-to-protest-george-floyds-death/']",Wikipedia
857,2020-05-31,"Lufkin, TX",,nearly 100,['https://www.ktre.com/2020/05/31/webxtra-protesters-demonstrate-front-lufkin-city-hall-remember-george-floyd/'],Wikipedia
858,2020-06-05,"Mansfield, TX",200.0,Hundreds,['https://www.wfaa.com/article/news/student-protest-exceeds-expectations-draws-hundreds-of-supporters-in-mansfield/287-5b0e8080-2c17-4430-ac96-0d93158f92e2'],Wikipedia
859,2020-06-09,"Marshall, TX",50.0,around 50 people,['https://www.marshallnewsmessenger.com/news/marshall-protest-marks-funeral-of-george-floyd/article_193c778c-aaba-11ea-b5b6-4bbf80542406.html'],Wikipedia
860,2020-06-05,"McAllen, TX",,One,"['https://www.themonitor.com/2020/06/05/black-lives-matter-demonstrators-march-mcallen/', 'https://www.valleycentral.com/news/local-news/mcallen-police-man-detained-for-waving-chainsaw-at-protesters/']",Wikipedia
861,2020-05-30,"Odessa, TX",200.0,Hundreds,['https://www.cbs7.com/content/news/Peaceful-Black-Lives-Matter-march-planned-for-Downtown-Odessa-Sunday-night-570906971.html'],Wikipedia
862,2020-06-01,"Palestine, TX",,approximately 50 people,['https://www.palestineherald.com/news/dozens-in-palestine-peacefully-protest-floyds-death/article_5e6fe68c-a47e-11ea-b865-975f8d9b4296.html'],Wikipedia
863,2020-05-30,"Paris, TX",,around three dozen,['http://theparisnews.com/free/article_3d8aa7b6-a2eb-11ea-99cf-87fac32b5ea2.html'],Wikipedia
865,2020-05-31,"Round Rock, TX",,"one, 40",['https://communityimpact.com/austin/round-rock-pflugerville-hutto/public-safety/2020/06/03/we-cant-stay-quiet-round-rock-residents-form-nightly-peaceful-protest/'],Wikipedia
866,2020-05-31,"San Angelo, TX",,Roughly 300,['https://www.conchovalleyhomepage.com/news/georgefloyd/the-community-of-san-angelo-comes-together-to-protest-the-killing-of-george-floyd/'],Wikipedia
867,2020-01-01,"San Antonio, TX",,Several thousand,"['https://www.kens5.com/article/news/local/san-antonio-justice-for-george-floyd-protest-travis-park/273-9c435773-77c1-459f-a5e3-4f9aae4b5136', 'https://www.sacurrent.com/the-daily/archives/2020/06/01/how-chaos-gripped-downtown-san-antonio-following-a-peaceful-orderly-george-floyd-march', 'https://www.ktsa.com/videos-show-destruction-firing-of-rubber-bullets-following-protests-in-downtown-san-antonio/', 'https://www.ksat.com/news/local/2020/06/02/three-san-antonio-police-officers-injured-after-saturdays-peaceful-protests-turned-violent/']",Wikipedia
868,2020-01-04,"Southlake, TX",200.0,hundreds,['https://communityimpact.com/dallas-fort-worth/grapevine-colleyville-southlake/public-safety/2020/06/06/photos-peaceful-march-for-racial-equality-held-at-southlake-town-square/'],Wikipedia
869,2020-01-04,"Texarkana, TX",,70 to 100,['https://www.texarkanagazette.com/news/texarkana/story/2020/may/30/residents-rally-state-line-post-office-protest-george-floyd-death/829168/'],Wikipedia
870,2020-06-06,"University Park, TX",200.0,about 200 people,[],Wikipedia
871,2020-06-06,"Vidor, TX",,"One, some 150 to 200",['https://www.texasmonthly.com/news/black-lives-matter-vidor/'],Wikipedia
872,2020-06-06,"Waco, TX",200.0,hundreds,"['https://www.wacotrib.com/news/local/watch-now-saturdays-waco-protest-of-george-floyds-death-and-police-brutality/video_266630ad-8762-558a-90d3-de8a3501eee5.html', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_ae97422df0978e49008feb331c32af1f']",Wikipedia
873,2020-05-31,"Cedar City, UT",120.0,more than 100 people,['https://www.stgeorgeutah.com/news/archive/2020/05/31/jmr-more-than-100-march-in-cedar-city-to-protest-george-floyds-death/#.XtllP55KiL4'],Wikipedia
874,2020-01-01,"Ogden, UT",1000.0,"around 1,000 people",['https://www.standard.net/news/local/ogdens-take-a-knee-one-of-the-citys-largest-ever-protests-held-peacefully-on-saturday/article_71522a0d-1c1d-51e2-89ef-633c07749f1d.html'],Wikipedia
875,2020-05-30,"Provo, UT",,,"['https://www.heraldextra.com/news/local/central/provo/utah-county-citizens-oppose-police-brutality-in-car-caravan-protest/article_8ccc0237-e71f-5f8d-93e8-82eb9d72d123.html', 'https://www.uvureview.com/front-page/protesters-peacefully-gather-in-provo-to-protest-police-brutality/', 'https://universe.byu.edu/2020/05/30/provo-demonstrators-protest-in-wake-of-george-floyds-death/', 'https://universe.byu.edu/2020/05/30/provo-demonstrators-protest-in-wake-of-george-floyds-death/']",Wikipedia
876,2020-05-30,"Saint George, UT",,"Two, about 50 to 60, approximately 200",['https://www.stgeorgeutah.com/news/archive/2020/05/31/mgk-black-lives-matter-holds-kneel-in-at-city-offices-people-urged-to-get-involved/'],Wikipedia
