,date,city_st,size,size_str,urls,collection
877,2020-01-03,"Salt Lake City, UT",,,"['https://www.ksl.com/article/46758807/demonstrators-peacefully-protest-for-justice-for-george-floyd-in-downtown-salt-lake-city', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.deseret.com/utah/2020/5/30/21275674/salt-lake-city-curfew-protest-library-square-george-floyd-killing-police-car-herbert-national-guard', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.sltrib.com/news/2020/05/31/man-with-bow-is-expected/', 'https://nypost.com/2020/05/30/protesters-take-on-man-aiming-bow-and-arrow-at-them/', 'https://www.sltrib.com/news/2020/05/31/streets-are-quiet-calm/', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/05/30/rally-protests-death/', 'https://www.deseret.com/utah/2020/5/30/21275674/salt-lake-city-curfew-protest-library-square-george-floyd-killing-police-car-herbert-national-guard', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/', 'https://www.sltrib.com/news/2020/05/31/man-with-bow-is-expected/', 'https://www.abc4.com/news/salt-lake-city-protests/salt-lake-city-officer-who-pushed-down-elderly-man-removed-from-patrol-duties-during-investigation/']",Wikipedia
878,2020-06-04,"Appomattox, VA",,,['http://www.timesvirginian.com/news/article_608dd576-a6c4-11ea-999a-97bdf39fbeee.html'],Wikipedia
879,2020-06-03,"Ashland, VA",,,['https://www.wric.com/news/local-news/hanover-county/ashland-residents-police-unite-for-peaceful-march-against-injustice/'],Wikipedia
880,2020-06-06,"Bedford, VA",100.0,about 100 protesters,['https://www.wdbj7.com/content/news/Bedford-NAACP-hosts-peaceful-march-571075851.html'],Wikipedia
881,2020-06-07,"Bowling Green, VA",,,['https://www.fredericksburg.com/news/local/its-time-to-come-together-in-unity-and-love-pastors-hold-prayer-gathering-in-caroline/article_f1173f43-a290-5aa9-a00a-051da6b9aa8c.html'],Wikipedia
882,2020-05-29,"Charlottesville, VA",,about 15 people,"['https://www.nbc29.com/2020/05/29/protesters-charlottesville-make-their-voices-heard-honor-george-floyd/', 'https://www.nbc29.com/2020/05/30/protesters-gather-front-charlottesville-police-dept/', 'https://www.dailyprogress.com/news/local/video-george-floyd-protest-marchers-briefly-shut-down-charlottesville-intersection/video_f42eb14d-0027-50ed-bf45-595e31f77175.html']",Wikipedia
883,2020-01-01,"Chesterfield, VA",,,[],Wikipedia
884,2020-06-02,"Lawrenceville, VA",,about 125 protesters,['http://www.brunswicktimes-gazette.com/news/article_ecfa25ac-a5a0-11ea-8081-c39ec24099da.html'],Wikipedia
885,2020-01-01,"Lakeside, VA",,at least one,"['https://www.richmond.com/news/local/crime/henrico-prosecutor-hanover-man-who-drove-into-protest-is-admitted-kkk-leader/article_54776922-5870-5657-8900-eb2969ae9140.html', 'https://archive.is/NFBWO', 'https://www.richmond.com/news/local/crime/henrico-prosecutor-hanover-man-who-drove-into-protest-is-admitted-kkk-leader/article_54776922-5870-5657-8900-eb2969ae9140.html']",Wikipedia
886,2020-05-30,"Lynchburg, VA",100.0,about 100 people,['https://www.wfxrtv.com/news/local-news/roughly-100-people-gather-in-downtown-lynchburg-to-protest-george-floyds-death/'],Wikipedia
887,2020-01-01,"Richmond, VA",,,[],Wikipedia
888,2020-06-05,"Covington, VA",,,['https://thevirginianreview.com/Content/Free-Articles/Free-Articles/Article/Protest-Held-Friday-Night-in-Downtown-Covington/71/1478/50360'],Wikipedia
889,2020-06-05,"Front Royal, VA",,"approximately 1,200 protesters",['https://theriver953.com/hundreds-gather-in-peaceful-protests-in-front-royal-and-winchester/'],Wikipedia
890,2020-05-29,"Harrisonburg, VA",,over 300 people,['https://www.dnronline.com/dnronline/over-300-gather-in-harrisonburgs-court-square-for-peaceful-protest-against-police-brutality-racism/article_2d33be66-0d9b-5524-9988-da67d3bf50e6.html'],Wikipedia
891,2020-06-03,"Lexington, VA",200.0,hundreds,['https://www.thenews-gazette.com/content/rally-brings-hundreds-downtown'],Wikipedia
892,2020-06-04,"Orange, VA",100.0,hundred,['https://www.dailyprogress.com/orangenews/peaceful-demonstration-in-orange-draws-hundreds-law-enforcement-officers-march-in-solidarity-with-protesters/article_87cc002e-a6b8-11ea-86ca-07198f56688a.html'],Wikipedia
893,2020-05-30,"Staunton, VA",,about 150 protesters,['https://www.newsleader.com/story/news/local/2020/05/30/live-update-saturday-rally-justice-george-floyd-staunton/5293073002/'],Wikipedia
894,2020-06-03,"Waynesboro, VA",,about 150 protesters,['https://www.whsv.com/content/news/Community-holds-racial-injustice-rally-outside-Waynesboro-municipal-buildings-571002501.html'],Wikipedia
895,2020-05-31,"Winchester, VA",,,['https://www.winchesterstar.com/winchester_star/protesters-fill-the-streets-of-downtown-winchester/article_fdae9221-5a72-5fa6-bfe5-fc14f9e28937.html'],Wikipedia
896,2020-06-06,"Abingdon, VA",,,['https://www.heraldcourier.com/gallery/abingdon-peace-vigil/collection_7551b620-a814-11ea-9ae0-9b79d1bdb6ac.html'],Wikipedia
897,2020-06-01,"Blacksburg, VA",300.0,about 300 people,['https://www.roanoke.com/gallery/photos-nearly-300-march-in-peaceful-blacksburg-protest/collection_421319a6-8d14-54a8-a067-a1bc98d45f00.html'],Wikipedia
898,2020-06-01,"Bristol, VA",200.0,about 200 people,"['https://www.heraldcourier.com/news/candles-masks-mark-bristol-vigil-for-george-floyd/article_a7aed62e-91fa-548c-93e6-2d0a19c10731.html', 'https://wcyb.com/news/local/peaceful-protests-for-george-floyd-and-black-lives-matter-movement-take-place-all-weekend']",Wikipedia
899,2020-06-01,"Danville, VA",24.0,dozens,['https://wset.com/news/local/protesters-march-peacefully-through-danville'],Wikipedia
900,2020-06-03,"Galax, VA",,approximately 70 protesters,['https://www.galaxgazette.com/content/citizens-unite-peaceful-protest'],Wikipedia
901,2020-05-31,"Martinsville, VA",,approximately 100 people,['https://www.martinsvillebulletin.com/news/local/protesters-and-police-on-best-behavior-in-henry-county/article_ef872ccf-a5ea-5559-a4b7-924fd591a6be.html#1'],Wikipedia
902,2020-06-01,"Norton, VA",24.0,dozens,['https://wcyb.com/news/local/dozens-rally-in-norton-virginia-in-response-to-george-floyds-death'],Wikipedia
903,2020-05-30,"Roanoke, VA",100.0,about 100 people,"['https://www.wsls.com/news/local/2020/05/30/demonstrators-protest-death-of-george-floyd-in-downtown-roanoke/', 'https://www.roanoke.com/news/local/watch-now-demonstrators-rally-march-in-roanoke-following-george-floyds-death/article_000415c6-f4a6-59e7-803f-20a7b3049733.html']",Wikipedia
904,2020-06-03,"Rocky Mount, VA",50.0,about 50 protesters,['https://www.thefranklinnewspost.com/news/local/protest-draws-crowd-despite-heat/article_041b53d6-9e14-5de8-be32-21e4e3a9a030.html'],Wikipedia
905,2020-06-02,"Wytheville, VA",,approximately 300 protesters,['https://www.swvatoday.com/news/article_7f6a7c3c-a503-11ea-a514-2b32cadf6ff3.html'],Wikipedia
906,2020-01-01,"Arlington, VA",,,"['https://www.cnn.com/us/live-news/george-floyd-protests-06-01-20/h_9c458b6c48302377c32f150283d328e5', 'https://www.arlnow.com/2020/06/04/photos-hundreds-take-to-the-streets-for-anti-racism-protest/']",Wikipedia
907,2020-06-02,"Alexandria, VA",,one,"['https://www.wusa9.com/article/news/local/virginia/confederate-statue-removed-in-alexandria-virginia/65-886c1f5d-07f3-4033-9e71-ab0bd1f212c0', 'https://patch.com/virginia/oldtownalexandria/vigil-george-floyd-planned-alexandria-leaders-react']",Wikipedia
908,2020-06-05,"Burke, VA",,,['https://patch.com/virginia/burke/photos-black-lives-matter-rally-draws-crowd-burke'],Wikipedia
909,2020-06-06,"Culpeper, VA",,7,['https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html'],Wikipedia
910,2020-06-05,"Dumfries, VA",,about 75 protesters,['https://apnews.com/8893aa994356074e12c5efdaa441f76e'],Wikipedia
911,2020-06-04,"Falls Church, VA",200.0,hundreds,['https://www.tysonsreporter.com/2020/06/04/hundreds-join-student-led-black-lives-matter-march-in-falls-church/'],Wikipedia
912,2020-05-30,"Fredericksburg, VA",200.0,Several hundred,['https://www.fredericksburg.com/news/fredericksburg-marchers-join-nationwide-call-for-justice-for-george-floyd/article_47e6fc9a-1b49-51fd-9550-a0a1afd01dd2.html'],Wikipedia
914,2020-05-30,"Manassas, VA",200.0,several hundred,"['https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://wjla.com/news/local/protesters-storm-sudley-road-prince-william', 'https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://twitter.com/carterforva/status/1266926871335272458']",Wikipedia
915,2020-05-31,"Stafford, VA",,,['https://www.fredericksburg.com/news/local/photos-fredericksburg-area-protests-demand-justice-for-george-floyd/collection_a3232728-e576-5883-ba11-635c4dc10fa3.html#2'],Wikipedia
916,2020-06-06,"Sterling, VA",2000.0,thousands,['https://loudounnow.com/2020/06/07/black-lives-matter-protests-draw-hundreds-in-leesburg-thousands-in-sterling/'],Wikipedia
917,2031-05-30,"Warrenton, VA",,,['https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html'],Wikipedia
918,2020-06-06,"Accomac, VA",200.0,hundreds,['https://shoredailynews.com/headlines/eastern-shore-rallies-protest-death-of-george-floyd/'],Wikipedia
919,2020-06-03,"Chincoteague, VA",,,['https://www.delmarvanow.com/picture-gallery/news/local/virginia/2020/06/04/photos-black-lives-matter-protest-held-chincoteague/3145077001/'],Wikipedia
920,2020-06-06,"Exmore, VA",,approximately 150 people,['https://www.dailypress.com/news/vp-nw-eastern-shore-protest-20200607-lh4cug3q5vcljnfzlhxp2lxjde-story.html'],Wikipedia
921,2020-05-29,"Hampton Roads, VA",,four,"['https://www.dailypress.com/news/dp-nw-police-brutality-protests-20200530-mkj7v7fvsrfevj2izeiciah5yu-story.html', 'https://www.wavy.com/news/virginia/recap-hundreds-of-protesters-gather-in-hampton-roads-following-death-of-george-floyd/', 'https://www.pilotonline.com/news/vp-nw-protest-hampton-roads-george-floyd-20200601-7i6pgrs25jek3evkcavppkskce-story.html']",Wikipedia
922,2020-06-02,"Norfolk, VA",120.0,more than 100 protesters,['https://www.pilotonline.com/news/vp-nw-protest-norfolk-monument-20200603-fc7bpdki7bbtvjzbqadq2nxtpu-story.html'],Wikipedia
923,2020-05-30,"Petersburg, VA",,approximately 30 protesters,['https://www.wric.com/news/local-news/petersburg-police-chief-stands-alongside-protesters-demanding-justice/'],Wikipedia
924,2020-06-05,"Poquoson, VA",,,['https://www.ci.poquoson.va.us/CivicAlerts.aspx?AID=317'],Wikipedia
925,2020-06-01,"Suffolk, VA",,more than 140 protesters,['https://www.suffolknewsherald.com/2020/06/01/peaceful-protest-for-floyd-justice/'],Wikipedia
926,2020-06-02,"Virginia Beach, VA",,,['https://www.pilotonline.com/news/vp-nw-protest-mount-trashmore-20200603-o2ya73ykf5hojezfyvjepsg7sm-story.html'],Wikipedia
927,2020-05-31,"Williamsburg, VA",200.0,hundreds,['https://wydaily.com/local-news/2020/05/31/in-photos-williamsburg-protest-in-front-of-the-williamsburg-james-city-county-courthouse/'],Wikipedia
929,2020-06-05,"Leavenworth, WA",,"1,300",['https://www.wenatcheeworld.com/news/black-lives-matter-march-draws-1-300-in-leavenworth/article_7cfa4214-a843-11ea-a6b8-2f24f9491faf.html'],Wikipedia
930,2020-06-04,"Omak, WA",,400-500,['https://www.omakchronicle.com/free/community-pulls-together-for-floyd-march/article_289ba0ae-a77c-11ea-a35d-eb152d431011.html'],Wikipedia
931,2020-05-31,"Pasco, WA",200.0,Hundreds,['https://fox41yakima.com/second-george-floyd-protest-occurs-in-pasco/'],Wikipedia
932,2020-05-30,"Richland, WA",220.0,more than 200 protesters,"['https://www.yaktrinews.com/hundreds-rally-in-richland-for-justice-in-george-floyds-death/', 'https://www.tri-cityherald.com/news/local/article243114866.html']",Wikipedia
933,2020-05-31,"Spokane, WA",1200.0,"over 1,000 people","['https://www.spokesman.com/stories/2020/may/31/protesters-gather-in-downtown-spokane-to-demonstra/', 'https://www.spokesman.com/stories/2020/jun/01/video-captures-looting-of-downtown-spokanes-nike-s/']",Wikipedia
934,2020-05-31,"Walla Walla, WA",200.0,hundreds,['https://www.union-bulletin.com/news/peaceful-downtown-rally-sunday/collection_04c6cc1f-5e7c-5037-a0ed-c09ddb8535f2.html'],Wikipedia
935,2020-06-01,"Yakima, WA",,approximately 100 people,"['https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html', 'https://www.theolympian.com/news/local/article243127931.html', 'https://www.msn.com/en-us/news/us/fake-news-flyer-targets-thurston-county-political-organization/ar-BB14YNUy', 'https://www.theolympian.com/news/local/article243326366.html']",Wikipedia
936,2020-06-07,"Forks, WA",200.0,about 200 people,"['https://www.peninsuladailynews.com/news/widespread-protests-continue/', 'https://www.seattletimes.com/seattle-news/times-watchdog/protesters-and-armed-self-declared-protectors-underscore-divides-in-snohomish/']",Wikipedia
937,2020-06-06,"Port Angeles, WA",,about 600 people,['https://www.peninsuladailynews.com/news/widespread-protests-continue/'],Wikipedia
938,2020-06-05,"Port Townsend, WA",,between 100 and 150,['https://www.peninsuladailynews.com/news/widespread-protests-continue/'],Wikipedia
939,2020-06-05,"Sequim, WA",,about 130 people,"['https://www.peninsuladailynews.com/news/widespread-protests-continue/', 'https://www.rentonreporter.com/news/renton-youth-rally-at-protest-in-front-of-city-hall/', 'https://q13fox.com/2020/06/01/george-floyd-protesters-in-renton-leave-feeling-empowered', 'https://www.rentonreporter.com/news/renton-youth-rally-at-protest-in-front-of-city-hall/', 'https://www.kuow.org/stories/armed-men-in-renton-say-they-support-local-protesters']",Wikipedia
940,2020-06-01,"Friday Harbor, WA",,More than 150,['https://www.sanjuanjournal.com/life/kneeling-for-george-floyd/'],Wikipedia
941,2020-01-01,"Lopez Island, WA",200.0,Hundreds,['https://www.sanjuanjournal.com/life/kneeling-for-george-floyd/'],Wikipedia
942,2020-01-01,"Eastsound, WA",200.0,Hundreds,"['https://www.sanjuanjournal.com/life/kneeling-for-george-floyd/', 'https://www.seattletimes.com/seattle-news/in-south-seattle-protest-first-time-activists-march-with-those-whove-lost-loved-ones-to-police/', 'https://www.king5.com/video/news/local/day-11-of-protests/281-ca68f6f3-d751-426c-9ab7-764a338041ab', 'https://www.usnews.com/news/us/articles/2020-06-06/the-latest-dc-expecting-largest-protest-turnout-saturday', 'https://www.seattletimes.com/seattle-news/protesters-break-windows-clash-with-police-in-downtown-seattle/', 'https://www.seattletimes.com/seattle-news/protest-updates-as-the-country-reacts-to-the-death-of-george-floyd-follow-the-latest-developments-in-seattle-and-elsewhere/', 'https://www.seattletimes.com/seattle-news/protest-updates-as-the-country-reacts-to-the-death-of-george-floyd-follow-the-latest-developments-in-seattle-and-elsewhere/', 'https://www.thedailybeast.com/video-shows-security-guard-disarm-seattle-protester-with-assault-rifle?via=twitter_page', 'https://twitter.com/BrandiKruse/status/1266871105186193408', 'https://www.thedailybeast.com/video-shows-security-guard-disarm-seattle-protester-with-assault-rifle?via=twitter_page', 'https://mynorthwest.com/1900080/peaceful-protests-planned-in-seattle-for-george-floyd/', 'https://mynorthwest.com/1900080/peaceful-protests-planned-in-seattle-for-george-floyd/', 'https://www.buzzfeednews.com/article/tanyachen/seattle-police-investigating-child-macing-images', 'https://www.foxnews.com/us/seattle-police-removes-knee-neck-looting-protests-video', 'https://www.huffpost.com/entry/seattle-police-knee-in-neck_n_5ed4763cc5b6c0af65e7e0bc', 'https://komonews.com/news/local/protesters-begin-marching-again-in-downtown-seattle-and-bellevue', 'https://www.seattletimes.com/business/local-business/downtown-businesses-assess-damage-weigh-reopening-after-nights-of-looting-and-chaos/', 'https://mynorthwest.com/1906245/live-updates-seattle-bellevue-protests/', 'https://www.seattlemet.com/news-and-city-life/2020/06/how-umbrellas-became-the-symbol-of-seattle-george-floyd-protests', 'https://www.king5.com/article/news/local/seattle-bans-police-use-of-tear-gas-for-30-days/281-2d557bfc-c6dd-428f-9715-b418301dfaa6', 'https://www.seattletimes.com/seattle-news/seattle-area-protests-demonstrators-prepare-for-ninth-day-of-action-after-george-floyds-killing/', 'https://www.kuow.org/stories/car-drives-into-seattle-protest-driver-jumps-out-and-brandishes-weapon', 'https://www.kuow.org/stories/gunman-at-seattle-protest-claims-he-feared-for-his-life-witnesses-paint-a-different-picture', 'https://www.seattletimes.com/seattle-news/politics/seattle-council-members-vow-inquest-into-police-budget-some-say-mayor-should-consider-resigning/', 'https://q13fox.com/2020/06/08/seattle-police-to-re-open-streets-allow-protesters-to-march-to-east-precinct/', 'https://www.thestranger.com/slog/2020/06/09/43873501/the-dawn-of-free-capitol-hill', 'https://www.democracynow.org/2020/6/9/headlines/protesters_establish_autonomous_zone_around_seattle_pd_building_as_police_retreat', 'https://twitter.com/SluttyPuppyTown/status/1270257048261816321', 'https://www.thestranger.com/slog/2020/06/09/43873501/the-dawn-of-free-capitol-hill', 'https://q13fox.com/2020/06/09/hundreds-of-protesters-enter-seattle-city-hall-along-with-councilmember-sawant/', 'https://www.shorelineareanews.com/2020/06/peaceful-and-uplifting-march-draws-4000.html', 'https://www.shorelineareanews.com/2020/06/in-support-of-black-lives-matter-lake.html']",Wikipedia
