date,city_st,urls,collection
06/06/2020,"Benton, IL",['https://thesouthern.com/news/local/in-wake-of-floyd-death-rural-white-southern-illinois-towns-are-reckoning-with-racist-past/article_dce170eb-962b-534f-955c-e1e38e50ac94.html'],New York Times
06/06/2020,"Monmouth, ME",['https://www.wabi.tv/content/news/Dozens-attend-Black-Lives-Matter-protest-in-Monmouth-571078651.html'],New York Times
06/06/2020,"Pekin, IL",['https://www.pekintimes.com/news/20200608/pekin-protest-aimed-at-raising-awareness'],New York Times
06/06/2020,"Caledonia, NY",['https://www.thelcn.com/news/local/caledonia-gathering-takes-a-stand-against-inequality/article_071a3c23-3065-53b0-b8ca-b93b4c483a7d.html'],New York Times
06/06/2020,"Newton, IA",['https://www.newtondailynews.com/2020/06/06/ignorance-is-a-disease/apsxk5g/'],New York Times
06/06/2020,"Oconomowoc, WI",['https://www.jsonline.com/story/communities/lake-country/news/oconomowoc/2020/06/08/oconomowoc-hosted-peaceful-protest-called-unite-racial-justice/5320627002/'],New York Times
06/06/2020,"Cadillac, MI",['https://www.cadillacnews.com/news/cadillac-protest-march-starts-ends-peacefully/article_1668f10a-a83c-11ea-aa3b-6b908d78f5c4.html'],New York Times
06/06/2020,"Green Valley, AZ",['https://www.gvnews.com/gallery/rally-for-george-floyd-racial-justice-and-equality-2020/collection_cdbfa2a2-a811-11ea-ad20-17eb4e587c56.html'],New York Times
06/06/2020,"Sanford, ME",['https://www.pressherald.com/2020/06/06/about-400-people-march-peacefully-at-sanford-protest/'],New York Times
06/06/2020,"Kalispell, MT",['https://flatheadbeacon.com/2020/06/06/1000-people-turn-peaceful-protest-kalispell/'],New York Times
06/06/2020,"Watertown, SD",['https://www.thepublicopinion.com/news/local_news/attendees-share-life-experiences-at-peaceful-protest/article_faab0b96-a8eb-11ea-9db6-17b553564f4e.html'],New York Times
06/06/2020,"Medina, OH",['https://www.cleveland.com/community/2020/06/medina-extends-peaceful-black-lives-matter-protests-into-weekend.html'],New York Times
06/06/2020,"Colchester, VT",['https://www.wcax.com/content/news/Dozens-call-for-racial-justice-equality-in-Colchester--571078031.html'],New York Times
06/06/2020,"Red Lodge, MT",['https://billingsgazette.com/news/local/george-floyd-rally-in-red-lodge-draws-100/article_807da754-cc40-58a6-a9fa-5862d10325aa.html'],New York Times
06/06/2020,"Effingham, IL",['https://www.effinghamdailynews.com/news/local_news/hundreds-rally-in-effingham-for-social-justice-saying-black-lives-matter/article_4dc276c6-a837-11ea-a57d-d7f72223f502.html'],New York Times
06/06/2020,"Escanaba, MI",['https://www.radioresultsnetwork.com/2020/06/06/dozens-attend-escanaba-black-lives-matter-march/'],New York Times
06/06/2020,"Corning, NY",['https://www.stargazette.com/story/news/2020/06/06/elmira-daily-protesters-take-corning-march/3163120001/'],New York Times
06/06/2020,"New Hope, PA",['https://www.newhopefreepress.com/2020/06/06/photos-lambertville-demonstrators-cross-bridge-to-new-hope-saturday-afternoon/'],New York Times
06/06/2020,"Shelburne Falls, MA",['https://www.boston.com/news/local-news/2020/06/06/massachusetts-peaceful-protesters-george-floyd'],New York Times
06/06/2020,"Miamisburg, OH",['https://dayton247now.com/news/local/watch-miamisburg-protest'],New York Times
06/06/2020,"Bristol, RI",['https://www.wpri.com/news/local-news/east-bay/peaceful-protest-taking-place-at-colt-state-park-in-bristol/'],New York Times
06/06/2020,"McCook, NE",['https://www.mccookgazette.com/story/2815233.html'],New York Times
06/06/2020,"Lewiston, ID",['https://lmtribune.com/lewiston-black-lives-matter-defend-lewiston-gatherings-peaceful/article_3645dd0a-a849-11ea-90bc-ff3876e8080e.html'],New York Times
06/06/2020,"Hazard, KY",['https://www.hazard-herald.com/news/peaceful-protest-planned-for-hazard/article_561ac4a2-a69f-11ea-b331-27892e61703b.html'],New York Times
06/06/2020,"Hillsboro, OH",['https://highlandcountypress.com/Content/Default/Rotator-Articles-/Article/Hundreds-attend-Black-Lives-Matter-rally-in-Hillsboro/-3/546/57815'],New York Times
06/06/2020,"Vidor, TX",['https://www.texasmonthly.com/news/black-lives-matter-vidor/'],New York Times
06/06/2020,"Bellows Falls, VT","['https://www.reformer.com/stories/peaceful-protest-by-300-fills-bellows-falls-square,606416']",New York Times
06/06/2020,"Talkeetna, AK",['https://ktna.org/2020/06/peaceful-protest-and-march-held-in-talkeetna-in-support-of-black-lives-matter/'],New York Times
06/06/2020,"Le Mars, IA",['https://siouxlandnews.com/news/iowa/protesters-gather-in-le-mars-to-speak-out-against-social-injustice'],New York Times
06/06/2020,"Winnetka, IL",['https://www.chicagotribune.com/news/breaking/ct-george-floyd-chicago-protests-20200606-ee4mdvafvbfhfcpr7lrzfayypu-story.html'],New York Times
06/06/2020,"Maryville, MO",['http://www.maryvilleforum.com/news/hundreds-attend-peaceful-protest-in-downtown-maryville/article_94dc530e-a83e-11ea-a1d9-cbda5ad04fe7.html'],New York Times
06/06/2020,"Neenah, WI",['https://fox11online.com/news/local/fox-cities/neenah-protesters-gather-saturday-morning-to-demand-change'],New York Times
06/06/2020,"Dartmouth, MA",['https://www.southcoasttoday.com/photogallery/NB/20200606/NEWS/606009997/PH/1'],New York Times
06/06/2020,"Du Quoin, IL",['https://thesouthern.com/news/local/more-than-200-attend-black-lives-matter-rally-in-du-quoin/article_7e7b870b-06a5-5192-b761-18003ef74601.html'],New York Times
06/06/2020,"Elizabethtown, PA",['https://lancasteronline.com/news/local/peaceful-protests-continued-throughout-lancaster-county-saturday/article_6405ae38-a84d-11ea-80dc-5b8045fa70d1.html'],New York Times
06/06/2020,"Ephrata, PA",['https://lancasteronline.com/news/local/peaceful-protests-continued-throughout-lancaster-county-saturday/article_6405ae38-a84d-11ea-80dc-5b8045fa70d1.html'],New York Times
06/06/2020,"Gig Harbor, WA",['https://www.kiro7.com/news/south-sound-news/mothers-supporters-line-tacoma-narrows-bridge-silently-protest-police-brutality/L5FZXQLG6NAV5GWONGFCMYYBWE/'],New York Times
06/06/2020,"Montague, MI",['https://www.shorelinemedia.net/white_lake_beacon/news/protests-come-to-montague/article_5cbbeb5a-81db-5c74-afab-2d885755ea91.html'],New York Times
06/06/2020,"Morehead, KY",['https://www.wkyt.com/content/news/Hundreds-come-together-for-Morehead-peaceful-protest-571075201.html'],New York Times
06/06/2020,"Anacortes, WA",['https://www.goskagit.com/anacortes/anacortes-protest-takes-turn-for-worse/article_9a6dafca-a2e4-11ea-b805-1f560c912d61.html'],New York Times
06/06/2020,"Angels Camp, CA",['https://www.mymotherlode.com/news/local/1072677/black-lives-matter-protests-happening-in-angels-camp.html'],New York Times
06/06/2020,"Fort Mitchell, KY",['https://www.cincinnati.com/story/news/2020/06/06/fort-mitchell-protest-more-than-200-gather-george-floyd-rally-northern-kentucky/3166637001/'],New York Times
06/06/2020,"Royal Oak, MI",['https://www.theoaklandpress.com/news/local/as-protests-continue-royal-oak-decides-to-create-human-rights-commission/article_a1f25868-5428-5985-afa6-c51795a3bba5.html'],New York Times
06/06/2020,"Merrick, NY",['https://patch.com/new-york/merrick/nassau-police-make-first-arrests-protesters-2-officers-hurt'],New York Times
06/06/2020,"Parma, OH",['https://www.cleveland19.com/2020/06/07/parma-police-deny-rumors-that-officers-mocked-george-floyd-protesters/'],New York Times
06/06/2020,"Essex, VT",['https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/'],New York Times
06/06/2020,"Macomb, MI",['https://www.macombdaily.com/news/local/protest-anticipated-today-in-warren/article_99080a56-a4f4-11ea-be04-3b28c9b2b311.html'],New York Times
06/06/2020,"Avon, OH",['https://www.morningjournal.com/news/lorain-county/avon-passionate-pleading-local-protest-brings-hundreds/article_d67b74e6-a84a-11ea-89e7-2f3ae83ec9a1.html'],New York Times
06/06/2020,"Concord, NH",['https://www.unionleader.com/news/social_issues/concord-march-june-6/collection_4503afab-ff86-5121-80b3-7cce9fd517c6.html'],New York Times
06/06/2020,"Red Wing, MN",['https://www.rivertowns.net/news/6514417-WATCH-Protesters-gather-at-Central-Park-in-Red-Wing'],New York Times
06/06/2020,"Crawfordsville, IN","['https://www.journalreview.com/stories/peaceful-protest,122233']",New York Times
06/06/2020,"Canton, NY",['https://www.npr.org/sections/live-updates-protests-for-racial-justice/2020/06/06/871493822/crowd-in-canton-joins-small-new-york-towns-protesting-racism-police-brutality?utm_medium=RSS&utm_campaign=news'],New York Times
06/06/2020,"Plattsburgh, NY",['https://www.pressrepublican.com/news/local_news/plattsburgh-black-lives-matter-protest-draws-large-crowd/article_7e0a1d4a-a94e-5095-90b7-ce5e4bed811d.html'],New York Times
06/06/2020,"Richmond, KY",['https://www.kentucky.com/news/local/counties/madison-county/article243338496.html'],New York Times
06/06/2020,"Springfield, MO","['https://www.news-leader.com/story/news/local/ozarks/2020/05/30/springfield-missouri-george-floyd-protests/5293355002/', 'https://www.ky3.com/content/news/Protests-underway-at-Glenstone-and-Battlefield-for-second-straight-day-570907391.html']",New York Times
06/06/2020,"Clayton, GA",['https://www.theclaytontribune.com/local-news/marchers-pray-unity'],New York Times
06/06/2020,"Chillicothe, OH",['https://www.chillicothegazette.com/story/news/2020/05/30/chillicothe-protesters-peacefully-demonstrate-downtown/5293883002//'],New York Times
06/06/2020,"Shorewood, WI",['https://twitter.com/JeffRumage/status/1269361864468725762?s=20'],New York Times
06/06/2020,"Royersford, PA",['https://twitter.com/RepCiresi/status/1269368595592740865?s=20'],New York Times
06/06/2020,"Granbury, TX",['https://www.hcnews.com/mailchimp-morning-update-news/peaceful-protest-draws-150'],New York Times
06/06/2020,"Fulton, MO",['https://www.fultonsun.com/news/local/story/2020/jun/07/fulton-protesters-demand-justice-george-floyd/830011/'],New York Times
06/06/2020,"Lakewood, NJ",['https://www.youtube.com/watch?v=W-RTRPUdNE0'],New York Times
06/06/2020,"Aledo, TX",['https://www.weatherforddemocrat.com/news/communities-gather-for-peaceful-black-lives-matter-march-in-aledo/article_10fe2052-a9cf-11ea-bf0d-b354aae4dc3b.html#utm_campaign=blox&utm_source=twitter&utm_medium=social'],New York Times
06/06/2020,"St. Charles, IL",['https://www.dailyherald.com/news/20200606/1000-fill-downtown-st-charles-for-black-lives-matter-rally'],New York Times
06/06/2020,"Coos Bay, OR",['https://theworldlink.com/news/local/gun-drawn-on-peaceful-protesters-in-coos-bay/article_43e9eb32-a83e-11ea-99c1-6395257f990a.html'],New York Times
06/06/2020,"Bernardsville, NJ",['https://patch.com/new-jersey/hillsborough/black-lives-matter-hundreds-gather-somerset-county-videos'],New York Times
06/06/2020,"Homer, AK",['https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/'],New York Times
06/06/2020,"Sterling Heights, MI",['https://www.clickondetroit.com/news/local/2020/06/07/protesters-shut-down-hall-road-for-hours-in-sterling-heights/'],New York Times
06/06/2020,"North Bend, WA",['https://livingsnoqualmie.com/hundreds-fill-downtown-north-bend-peacefully-protest-racial-inequality-stand-in-solidarity-with-black-lives-matter-movement/'],New York Times
06/06/2020,"Kewanee, IL",['https://www.starcourier.com/news/20200609/kewanee-steps-up-at-protest'],New York Times
06/06/2020,"Bethpage, NY",['https://patch.com/new-york/farmingdale/simultaneous-rallies-scheduled-be-held-bethpage'],New York Times
06/06/2020,"Parsons, KS",['https://www.koamnewsnow.com/hundreds-of-parsons-residents-police-officers-protest-together-against-police-brutality-and-racial-injustice//'],New York Times
06/06/2020,"Collinsville, IL",['https://www.stltoday.com/news/local/about-300-demonstrators-gather-in-collinsville-to-condemn-racism/article_25e10be0-9bfb-5741-b4fd-c69791ef18a0.html'],New York Times
06/06/2020,"Mishawaka, IN",['https://www.southbendtribune.com/news/local/hundreds-turn-out-in-mishawaka-to-decry-racial-injustice-with-nonviolent-protest/article_1fdde9b8-a853-11ea-b08c-b730a415759d.html'],New York Times
06/06/2020,"Lake Havasu City, AZ",['https://www.havasunews.com/galleries/photos-black-lives-matter-lake-havasu-city-march/collection_f79d6e52-a824-11ea-8c21-c7059e92119d.html'],New York Times
06/06/2020,"Maple Valley, WA",['https://www.maplevalleywa.gov/Home/Components/News/News/8062/27'],New York Times
06/06/2020,"Xenia, OH",['https://www.whio.com/news/george-floyd-protests-continue-throughout-miami-valley-saturday/RI263BVVP5CARKUUH3YSJ42FII/'],New York Times
06/06/2020,"Morro Bay, CA",['https://www.ksby.com/news/local-news/community-members-hold-a-peaceful-protest-in-morro-bay'],New York Times
06/06/2020,"Moulton, AL",['https://www.waaytv.com/content/news/NAACP-hosts-peaceful-protest-in-Moulton--571081251.html'],New York Times
06/06/2020,"Webster, MA",['https://www.telegram.com/photogallery/WT/20200606/NEWS/606009996/PH/1'],New York Times
06/06/2020,"Elkin, NC",['https://www.elkintribune.com/news/29831/protest-disrupted-by-gun-wielding-motorist#'],New York Times
06/06/2020,"Pasadena, MD",['https://www.capitalgazette.com/news/ac-cn-pasadena-protest-20200606-bvzuoeaehfh5ddpasukyqbfbge-story.html'],New York Times
06/06/2020,"Great Barrington, MA",['https://www.wamc.org/post/slideshow-weekend-protests-draw-thousands-across-berkshire-county'],New York Times
06/06/2020,"Lake Forest Park, WA",['https://www.shorelineareanews.com/2020/06/in-support-of-black-lives-matter-lake.html'],New York Times
06/06/2020,"Trumbull, CT",['http://connecticut.news12.com/story/42218440/more-than-1000-people-take-part-in-trumbull-protest-vigil-for-george-floyd'],New York Times
06/06/2020,"Defiance, OH",['https://www.crescent-news.com/news/local_news/protestors-gather-at-defiance-county-courthouse/article_c2479674-1f5e-50bb-b4c2-6c62a8d87857.html'],New York Times
06/06/2020,"Winfield, KS",['http://www.ctnewsonline.com/news/article_dfef6830-a7a4-11ea-84d9-53820b165d43.html'],New York Times
06/06/2020,"Batesville, AR",['https://whiterivernow.com/2020/06/08/peaceful-demonstration-brings-large-crowd-to-riverside-park/?fbclid=IwAR1hLnqeiirMqI_Inn6bUSfm98NEGnq_-QhrU68EIYWVJRhMKPW9ejCl59Y'],New York Times
06/06/2020,"Sparta, IL",['https://thesouthern.com/news/local/nearly-100-attend-justice-for-black-lives-rally-in-sparta-saturday/article_570550ac-67d5-51a7-8a36-29c4a7ec8808.html'],New York Times
06/06/2020,"Manhattan, KS",['https://themercury.com/news/peaceful-protest/video_6d6242fb-46a1-58bc-8b73-165bca701f2f.html'],New York Times
06/06/2020,"Dolores, CO",['https://the-journal.com/articles/178297'],New York Times
06/06/2020,"Newport, RI",['https://www.newportri.com/news/20200606/lsquowe-want-changersquo-black-lives-matter-demonstrators-flood-newport'],New York Times
06/06/2020,"Ashtabula, OH",['https://www.starbeacon.com/multimedia/peaceful-rally-in-ashtabula-protest-racism-police-brutality/collection_77cdad2e-a859-11ea-be4a-ebeabe7a80e6.html'],New York Times
06/06/2020,"Fall River, MA",['https://www.wpri.com/news/local-news/se-mass/protestors-hold-peaceful-rally-in-fall-river/'],New York Times
06/06/2020,"Brighton, NY",['https://spectrumlocalnews.com/nys/rochester/community/2020/06/07/hundreds-rally-for-the-black-lives-matter-movement-in-brighton-'],New York Times
06/06/2020,"The Dalles, OR",['https://www.thedalleschronicle.com/free_news/black-lives-matter-rally-the-dalles-june-6-2021/collection_c3b11e64-a8f5-11ea-bcbc-77ae23692153.html'],New York Times
06/06/2020,"Newton, NJ",['https://www.njherald.com/news/20200606/protests-seek-equality-for-black-residents'],New York Times
06/06/2020,"Wayne, NJ",['https://patch.com/new-jersey/wayne/weekend-wayne-protest-starts-ends-peacefully'],New York Times
06/06/2020,"Rochester, MN","['https://myfox47.com/2020/05/29/protesters-gather-in-rochester-to-demand-justice-for-george-floyd/', 'https://kttc.com/2020/05/31/rochester-community-marches-in-justice-for-george-floyd-rally-saturday/']",New York Times
06/06/2020,"Olathe, KS",['https://www.kshb.com/news/local-news/protest-in-olathe-gives-children-a-safe-place-to-share-their-message'],New York Times
06/06/2020,"Edmond, OK",['https://oklahoman.com/gallery/6041397/demonstrators-gather-in-edmond-for-rally'],New York Times
06/06/2020,"Anderson, IN",['https://www.heraldbulletin.com/news/more-than-100-people-protest-police-brutality-across-america-in-anderson/article_db85bd42-a2d8-11ea-9f93-ff519aa13a51.html'],New York Times
06/06/2020,"Johnstown, PA",['https://www.wearecentralpa.com/news/local-news/johnstown-community-gathers-for-protest-against-racial-injustice/'],New York Times
06/06/2020,"Waitsfield, VT",['https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/'],New York Times
06/06/2020,"Southlake, TX",['https://communityimpact.com/dallas-fort-worth/grapevine-colleyville-southlake/public-safety/2020/06/06/photos-peaceful-march-for-racial-equality-held-at-southlake-town-square/'],New York Times
06/06/2020,"Clinton, MA",['https://www.telegram.com/photogallery/WT/20200607/PHOTOGALLERY/607009993/PH/1'],New York Times
06/06/2020,"Bedford, VA",['https://www.wfxrtv.com/news/local-news/photos-video-peaceful-protests-in-southwest-virginia-over-the-weekend/'],New York Times
06/06/2020,"Manhattan Beach, CA",['https://www.dailynews.com/2020/06/06/500-plus-attend-manhattan-beachs-burst-the-bubble-on-racism-protest-for-kids/'],New York Times
06/06/2020,"Huber Heights, OH",['https://www.daytondailynews.com/news/local/crowd-gathers-huber-heights-protest-along-old-troy-pike/oE47I7WgZW2pN0uY63am2K/'],New York Times
06/06/2020,"Delhi, NY",['https://www.allotsego.com/700-protesters-decry-racisms-endurance-at-delhi-courthouse/'],New York Times
06/06/2020,"Midlothian, TX",['https://www.focusdailynews.com/midlothian-marches-for-racial-reconciliation-and-change/'],New York Times
06/06/2020,"Naugatuck, CT",['https://www.rep-am.com/local/localnews/2020/06/06/in-naugatuck-more-than-1000-protest-for-racial-justice-call-for-police-reform/'],New York Times
06/06/2020,"Nashua, NH",['https://www.nhpr.org/post/nashua-vigil-honors-black-lives-lost-police-violence#stream/0'],New York Times
06/06/2020,"Havre de Grace, MD",['https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-havre-de-grace-protest-20200607-bovicntnova5xaryh35yrej4ha-story.html'],New York Times
06/06/2020,"Newark, DE",['https://www.newarkpostonline.com/news/hundreds-of-newarkers-march-against-racism-police-brutality/article_3a9b72d9-ad79-51c3-b1b3-6c5f126f692c.html'],New York Times
06/06/2020,"Mooresville, NC",['https://www.statesville.com/gallery/featured/photos-protests-in-mooresville-on-saturday/collection_0ae3fc86-a845-11ea-a7d4-2fb4f04aa6d7.html#1'],New York Times
06/06/2020,"Broken Arrow, OK",['https://ktul.com/news/local/hundreds-protest-in-broken-arrow-if-we-dont-come-together-racism-isnt-going-to-stop'],New York Times
06/06/2020,"Friendswood, TX",['https://communityimpact.com/houston/pearland-friendswood/government/2020/06/06/photos-scenes-from-a-friendswood-march-for-george-floyd/'],New York Times
06/06/2020,"Palmer, AK",['https://www.ktuu.com/content/news/Hundreds-peacefully-protest-in-Palmer-for-Black-Lives-Matter-after-fears-of-clashes-571082091.html'],New York Times
06/06/2020,"Callicoon, NY",['https://therivernewsroom.com/at-the-black-lives-matter-protests-in-the-hudson-valley/'],New York Times
06/06/2020,"Fortuna, CA",['https://lostcoastoutpost.com/2020/jun/6/photo-black-lives-matter-fortuna/'],New York Times
06/06/2020,"Freeport, IL",['https://wrex.com/2020/06/06/hundreds-gather-in-freeport-for-black-lives-matters-protest/'],New York Times
06/06/2020,"Basking Ridge, NJ",['https://patch.com/new-jersey/baskingridge/black-lives-matter-vigil-march-basking-ridge-bernardsville'],New York Times
06/06/2020,"Beckley, WV",['https://wvpress.org/breaking-news/protesters-gather-in-beckley-w-va-over-death-of-george-floyd/'],New York Times
06/06/2020,"Fairfield, IA",['https://www.southeastiowaunion.com/subject/news/four-hundred-people-turn-out-for-black-lives-matter-protest-in-fairfield-20200608'],New York Times
06/06/2020,"Century City, CA",['https://www.nbclosangeles.com/local/peaceful-protests-in-culver-city-and-century-city/2376029/'],New York Times
06/06/2020,"Andalusia, AL",['https://www.andalusiastarnews.com/2020/06/06/andalusia-speaks-out/'],New York Times
06/06/2020,"Accomac, VA",['https://www.easternshorepost.com/2020/06/08/peaceful-protest-in-accomac-draws-hundreds-photo-gallery/'],New York Times
06/06/2020,"Gilbert, AZ",['https://twitter.com/GilbertPolice/status/1269461551280541696?s=200'],New York Times
06/06/2020,"Elkton, MD",['https://www.cecildaily.com/news/local_news/black-lives-matter-in-cecil-county/article_17fc6869-4e16-569c-be70-580e013c1fee.html'],New York Times
06/06/2020,"Easton, MD",['https://www.stardem.com/photos-from-easton-rally-6-06-20/image_27df70b1-da6e-5530-8a32-f8189034e8a9.html'],New York Times
06/06/2020,"Victor, ID",['https://www.jhnewsandguide.com/this_just_in/hundreds-gather-at-victor-city-park-to-protest-george-floyds-death/article_97095f2b-341b-5b61-ab21-fe71e8eda6fe.html'],New York Times
06/06/2020,"Phillipsburg, NJ",['https://www.nj.com/warren/2020/06/phillipsburg-protests-racism-police-violence-as-demonstrations-shift-to-smaller-towns-photos.html'],New York Times
06/06/2020,"Royse City, TX",['https://www.roysecityheraldbanner.com/news/local_news/protesters-march-for-social-justice/article_03f45ae4-ab68-11ea-8a85-6bfb47eef98f.html'],New York Times
06/06/2020,"Hickory, NC",['https://www.hickoryrecord.com/news/local/govt-and-politics/watch-now-hickory-protesters-make-stand-for-equality/article_f6a8abd8-a815-11ea-9496-bb278b111f24.html'],New York Times
06/06/2020,"Carson City, NV",['https://www.kolotv.com/content/news/Peaceful-demonstrations-in-Carson-City-571074981.html'],New York Times
06/06/2020,"Salem, OR",['https://www.statesmanjournal.com/story/news/2020/05/31/police-use-tear-gas-disperse-protesters-downtown-salem-curfew-instituted/5298432002/'],New York Times
06/06/2020,"Sulphur Springs, TX",['https://www.ksstradio.com/2020/06/citizens-call-for-change-justice-equality-unity-during-peaceful-march/'],New York Times
06/06/2020,"Atoka, OK",['https://www.kxii.com/content/news/Atoka-family-organizes-peaceful-protest--571078701.html'],New York Times
06/06/2020,"Shoreline, WA",['https://twitter.com/joshtrujillo/status/1269368960404713472?s=20'],New York Times
06/06/2020,"Des Moines, IA","['https://www.kcci.com/article/peaceful-protest-turns-to-violence-and-vandalism-in-des-moines/32718454', 'https://www.kcci.com/article/the-latest-a-timeline-of-des-moines-demonstrations-after-george-floyds-death/32720217#']",New York Times
06/06/2020,"Salt Lake City, UT",['https://www.sltrib.com/news/2020/05/30/rally-protests-death/'],New York Times
06/06/2020,"Kennewick, WA",['https://www.yaktrinews.com/protestors-rally-in-kennewick-against-police-brutality/'],New York Times
06/06/2020,"Livingston Manor, NY","['https://riverreporter.com/stories/youth-organize-protest-in-livingston-manor,37668']",New York Times
06/06/2020,"Albertville, AL",['https://whnt.com/news/peaceful-rally-and-march-held-in-albertville/'],New York Times
06/06/2020,"League City, TX",['https://www.chron.com/neighborhood/bayarea/news/article/Hundreds-attend-BLM-protests-in-League-City-15323008.php'],New York Times
06/06/2020,"Damascus, MD",['https://www.localdvm.com/community/peaceful-demonstrations-held-within-montgomery-county/'],New York Times
06/06/2020,"Cumming, GA",['https://www.forsythnews.com/news/public-safety/not-in-this-county-anymore-900-gather-on-second-day-of-protests-in-cumming/'],New York Times
06/06/2020,"Ypsilanti, MI",['https://www.mlive.com/news/ann-arbor/2020/06/thousands-march-in-support-of-black-lives-matter-in-downtown-ypsilanti.html'],New York Times
06/06/2020,"Middle River, MD",['https://foxbaltimore.com/news/local/protesters-make-a-stand-against-vinces-crab-house'],New York Times
06/06/2020,"Palm Bay, FL",['https://www.floridatoday.com/picture-gallery/news/local/2020/06/06/citizens-and-police-walk-together-palm-bay/3160925001/'],New York Times
06/06/2020,"McKinney, TX",['https://www.wfaa.com/article/news/local/over-200-people-participate-youth-led-protest-mckinney/287-675ad69a-ea6f-4015-9ca4-a48fc35355ec'],New York Times
06/06/2020,"Clearlake, CA",['https://www.record-bee.com/2020/06/08/peacefully-protesting-for-change/'],New York Times
06/06/2020,"Champaign, IL",['https://dailyillini.com/news/2020/05/31/protests-continue-in-champaign/'],New York Times
06/06/2020,"Denton, TX",['https://dentonrc.com/news/denton/denton-protesters-gather-on-square-for-second-night-this-time-with-a-curfew/article_783c9d9f-4513-5406-a3d9-1bc8f6c7fb86.html'],New York Times
06/06/2020,"Conway, SC",['https://www.myrtlebeachonline.com/news/local/article243339011.html'],New York Times
06/06/2020,"Minneapolis, MN",['https://www.cbsnews.com/live-updates/george-floyd-death-protests-minneapolis-2020-05-30/'],New York Times
06/06/2020,"Simi Valley, CA",['https://www.vcstar.com/story/news/local/2020/06/06/simi-valley-protest-black-lives-matter-george-floyd-police-brutality/3160865001/'],New York Times
06/06/2020,"Meriden, CT",['https://www.myrecordjournal.com/News/Meriden/Meriden-News/Peaceful-diverse-crowd-rallies-in-Meriden-against-police-brutality-racism.html'],New York Times
06/06/2020,"Rogers, AR",['https://www.nwahomepage.com/knwa/last-night-exemplified-what-it-means-to-have-a-peaceful-protest-the-city-of-rogers-praises-friday-demonstration-honoring-george-floyd/'],New York Times
06/06/2020,"Grand Rapids, MI","['https://www.mlive.com/news/grand-rapids/2020/05/no-justice-no-peace-thousands-gather-in-grand-rapids-to-protest-police-brutality.html', 'https://www.mlive.com/news/2020/06/grand-rapids-protesters-scatter-after-police-backed-by-michigan-national-guard-move-in.html']",New York Times
06/06/2020,"Montclair, NJ",['https://www.northjersey.com/get-access/?return=https%3A%2F%2Fwww.northjersey.com%2Fstory%2Fnews%2Fessex%2Fmontclair%2F2020%2F06%2F07%2Fnj-protest-montclair-students-list-demands-racism-protest%2F3148725001%2F'],New York Times
06/06/2020,"Frisco, TX",['https://www.nbcdfw.com/news/local/hundreds-march-in-frisco-for-racial-equality/2380482/'],New York Times
06/06/2020,"Altus, OK",['https://www.kswo.com/video/2020/06/07/altus-community-members-march-honor-george-floyd-2/'],New York Times
06/06/2020,"Akron, OH",['https://www.beaconjournal.com/news/20200531/akron-mayor-watches-saturday-protest-shift-from-peaceful-to-violent'],New York Times
06/06/2020,"Pensacola, FL",['https://www.pnj.com/story/news/2020/05/29/pensacola-florida-protest-of-george-floyd-death-gathered-graffiti-bridge/5282792002/'],New York Times
06/06/2020,"Port St. Lucie, FL",['https://www.tcpalm.com/story/news/local/st-lucie-county/2020/06/06/peaceful-demonstration-planned-between-port-st-lucie-city-hall-and-police-department/3164430001/'],New York Times
06/06/2020,"Buda, TX",['https://haysfreepress.com/2020/06/06/protesters-take-to-the-streets-in-buda/'],New York Times
06/06/2020,"Chattanooga, TN",['https://newschannel9.com/news/local/protesters-gather-on-frazier-avenue-in-chattanooga-saturday-evening-cpd-on-scene'],New York Times
06/06/2020,"Worcester, MA","['https://www.telegram.com/news/20200530/nearly-200-in-worcester-peacefully-protest-death-of-george-floyd', 'https://www.wcvb.com/article/multiple-arrests-made-in-worcester-massachusetts-after-protesters-clash-with-police/32737462']",New York Times
06/06/2020,"Starkville, MS",['https://www.clarionledger.com/story/news/2020/06/06/starkville-mississippi-state-communities-unite-for-peaceful-protest/3164353001/'],New York Times
06/06/2020,"Culpeper, VA",['https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html'],New York Times
06/06/2020,"Palo Alto, CA",['https://www.almanacnews.com/news/2020/06/01/peaceful-protest-and-march-for-george-floyd-draws-hundreds-in-menlo-park-palo-alto'],New York Times
06/06/2020,"Amarillo, TX",['https://www.newschannel10.com/2020/05/31/peaceful-protest-march-held-amarillo-after-death-george-floyd/'],New York Times
06/06/2020,"Santa Rosa, CA",['https://www.pressdemocrat.com/news/11000694-181/late-night-protesters-damage-downtown-santa'],New York Times
06/06/2020,"Lake Forest, CA",['https://www.ocregister.com/2020/06/06/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier/'],New York Times
06/06/2020,"Rockford, IL",['https://wrex.com/2020/05/31/clean-up-begins-after-protests-in-rockford/'],New York Times
